CRASH DATE,ACCIDENT_COUNT,TOTAL_INJURIES
2018-05-06,495,156.0
2018-05-07,695,194.0
2018-05-08,736,211.0
2018-05-09,711,159.0
2018-05-10,663,205.0
2018-05-11,805,222.0
2018-05-12,602,150.0
2018-05-13,529,191.0
2018-05-14,689,174.0
2018-05-15,778,183.0
2018-05-16,686,167.0
2018-05-17,732,204.0
2018-05-18,616,144.0
2018-05-19,583,177.0
2018-05-20,578,168.0
2018-05-21,626,195.0
2018-05-22,689,148.0
2018-05-23,729,239.0
2018-05-24,770,215.0
2018-05-25,799,210.0
2018-05-26,601,225.0
2018-05-27,487,167.0
2018-05-28,409,164.0
2018-05-29,809,168.0
2018-05-30,708,152.0
2018-05-31,698,154.0
2018-06-01,751,167.0
2018-06-02,622,186.0
2018-06-03,525,151.0
2018-06-04,698,157.0
2018-06-05,688,178.0
2018-06-06,651,169.0
2018-06-07,693,185.0
2018-06-08,757,198.0
2018-06-09,706,197.0
2018-06-10,533,197.0
2018-06-11,686,185.0
2018-06-12,720,164.0
2018-06-13,706,159.0
2018-06-14,833,199.0
2018-06-15,728,234.0
2018-06-16,677,216.0
2018-06-17,627,179.0
2018-06-18,808,247.0
2018-06-19,812,196.0
2018-06-20,698,184.0
2018-06-21,815,232.0
2018-06-22,728,184.0
2018-06-23,513,137.0
2018-06-24,553,164.0
2018-06-25,733,204.0
2018-06-26,762,233.0
2018-06-27,540,142.0
2018-06-28,737,183.0
2018-06-29,845,226.0
2018-06-30,651,165.0
2018-07-01,563,177.0
2018-07-02,719,185.0
2018-07-03,678,164.0
2018-07-04,406,141.0
2018-07-05,720,190.0
2018-07-06,654,175.0
2018-07-07,526,162.0
2018-07-08,545,185.0
2018-07-09,672,165.0
2018-07-10,727,222.0
2018-07-11,627,161.0
2018-07-12,642,187.0
2018-07-13,726,200.0
2018-07-14,577,209.0
2018-07-15,564,160.0
2018-07-16,719,185.0
2018-07-17,680,192.0
2018-07-18,688,182.0
2018-07-19,739,174.0
2018-07-20,700,180.0
2018-07-21,622,217.0
2018-07-22,540,151.0
2018-07-23,614,161.0
2018-07-24,654,162.0
2018-07-25,657,166.0
2018-07-26,606,160.0
2018-07-27,753,190.0
2018-07-28,637,172.0
2018-07-29,463,163.0
2018-07-30,580,167.0
2018-07-31,709,187.0
2018-08-01,660,176.0
2018-08-02,722,193.0
2018-08-03,749,232.0
2018-08-04,605,193.0
2018-08-05,573,192.0
2018-08-06,632,177.0
2018-08-07,658,171.0
2018-08-08,656,162.0
2018-08-09,709,187.0
2018-08-10,707,186.0
2018-08-11,568,145.0
2018-08-12,499,148.0
2018-08-13,617,158.0
2018-08-14,701,197.0
2018-08-15,645,176.0
2018-08-16,647,170.0
2018-08-17,703,179.0
2018-08-18,579,178.0
2018-08-19,490,186.0
2018-08-20,562,144.0
2018-08-21,580,164.0
2018-08-22,599,166.0
2018-08-23,610,187.0
2018-08-24,681,215.0
2018-08-25,552,211.0
2018-08-26,528,180.0
2018-08-27,651,178.0
2018-08-28,715,179.0
2018-08-29,685,186.0
2018-08-30,736,205.0
2018-08-31,623,136.0
2018-09-01,529,155.0
2018-09-02,528,196.0
2018-09-03,533,220.0
2018-09-04,786,208.0
2018-09-05,768,193.0
2018-09-06,822,224.0
2018-09-07,671,182.0
2018-09-08,568,180.0
2018-09-09,556,168.0
2018-09-10,650,201.0
2018-09-11,544,189.0
2018-09-12,783,203.0
2018-09-13,718,181.0
2018-09-14,684,198.0
2018-09-15,596,202.0
2018-09-16,597,180.0
2018-09-17,673,171.0
2018-09-18,740,201.0
2018-09-19,519,142.0
2018-09-20,659,167.0
2018-09-21,715,200.0
2018-09-22,562,204.0
2018-09-23,475,132.0
2018-09-24,594,141.0
2018-09-25,715,202.0
2018-09-26,755,227.0
2018-09-27,672,161.0
2018-09-28,712,182.0
2018-09-29,604,196.0
2018-09-30,510,161.0
2018-10-01,583,140.0
2018-10-02,613,141.0
2018-10-03,778,217.0
2018-10-04,717,196.0
2018-10-05,796,215.0
2018-10-06,544,148.0
2018-10-07,529,214.0
2018-10-08,501,146.0
2018-10-09,628,152.0
2018-10-10,708,179.0
2018-10-11,741,166.0
2018-10-12,830,205.0
2018-10-13,577,154.0
2018-10-14,516,158.0
2018-10-15,692,189.0
2018-10-16,688,174.0
2018-10-17,699,200.0
2018-10-18,735,196.0
2018-10-19,787,197.0
2018-10-20,629,205.0
2018-10-21,593,202.0
2018-10-22,650,151.0
2018-10-23,681,164.0
2018-10-24,719,194.0
2018-10-25,763,188.0
2018-10-26,747,177.0
2018-10-27,757,233.0
2018-10-28,556,181.0
2018-10-29,696,185.0
2018-10-30,721,193.0
2018-10-31,646,196.0
2018-11-01,696,171.0
2018-11-02,746,228.0
2018-11-03,656,186.0
2018-11-04,502,146.0
2018-11-05,759,195.0
2018-11-06,679,217.0
2018-11-07,696,224.0
2018-11-08,631,136.0
2018-11-09,867,231.0
2018-11-10,606,155.0
2018-11-11,500,135.0
2018-11-12,497,136.0
2018-11-13,754,162.0
2018-11-14,688,171.0
2018-11-15,1065,228.0
2018-11-16,720,168.0
2018-11-17,559,159.0
2018-11-18,470,119.0
2018-11-19,697,168.0
2018-11-20,695,158.0
2018-11-21,732,165.0
2018-11-22,412,117.0
2018-11-23,476,124.0
2018-11-24,536,152.0
2018-11-25,483,145.0
2018-11-26,743,229.0
2018-11-27,609,153.0
2018-11-28,573,130.0
2018-11-29,646,169.0
2018-11-30,743,153.0
2018-12-01,601,170.0
2018-12-02,558,181.0
2018-12-03,697,164.0
2018-12-04,684,145.0
2018-12-05,652,168.0
2018-12-06,681,188.0
2018-12-07,705,196.0
2018-12-08,652,154.0
2018-12-09,465,128.0
2018-12-10,651,159.0
2018-12-11,707,172.0
2018-12-12,631,162.0
2018-12-13,686,167.0
2018-12-14,841,232.0
2018-12-15,628,193.0
2018-12-16,622,202.0
2018-12-17,689,169.0
2018-12-18,731,186.0
2018-12-19,749,202.0
2018-12-20,806,273.0
2018-12-21,782,207.0
2018-12-22,568,172.0
2018-12-23,505,148.0
2018-12-24,580,176.0
2018-12-25,328,101.0
2018-12-26,514,140.0
2018-12-27,582,165.0
2018-12-28,681,206.0
2018-12-29,499,172.0
2018-12-30,404,117.0
2018-12-31,622,200.0
2019-01-01,430,145.0
2019-01-02,502,130.0
2019-01-03,504,116.0
2019-01-04,598,177.0
2019-01-05,455,141.0
2019-01-06,376,113.0
2019-01-07,584,164.0
2019-01-08,571,174.0
2019-01-09,514,146.0
2019-01-10,580,128.0
2019-01-11,644,165.0
2019-01-12,520,155.0
2019-01-13,374,84.0
2019-01-14,703,168.0
2019-01-15,618,139.0
2019-01-16,579,147.0
2019-01-17,586,144.0
2019-01-18,596,152.0
2019-01-19,479,140.0
2019-01-20,411,122.0
2019-01-21,412,114.0
2019-01-22,627,146.0
2019-01-23,553,118.0
2019-01-24,592,184.0
2019-01-25,666,146.0
2019-01-26,533,124.0
2019-01-27,445,128.0
2019-01-28,565,135.0
2019-01-29,681,194.0
2019-01-30,630,155.0
2019-01-31,601,133.0
2019-02-01,651,114.0
2019-02-02,577,138.0
2019-02-03,490,128.0
2019-02-04,651,205.0
2019-02-05,570,136.0
2019-02-06,615,187.0
2019-02-07,588,150.0
2019-02-08,661,188.0
2019-02-09,540,148.0
2019-02-10,445,146.0
2019-02-11,568,137.0
2019-02-12,687,192.0
2019-02-13,639,146.0
2019-02-14,664,153.0
2019-02-15,616,168.0
2019-02-16,535,147.0
2019-02-17,439,131.0
2019-02-18,406,98.0
2019-02-19,527,133.0
2019-02-20,615,130.0
2019-02-21,597,150.0
2019-02-22,546,123.0
2019-02-23,439,148.0
2019-02-24,401,145.0
2019-02-25,700,140.0
2019-02-26,670,174.0
2019-02-27,529,130.0
2019-02-28,699,188.0
2019-03-01,711,150.0
2019-03-02,642,165.0
2019-03-03,503,150.0
2019-03-04,503,96.0
2019-03-05,639,139.0
2019-03-06,589,109.0
2019-03-07,556,115.0
2019-03-08,652,143.0
2019-03-09,523,148.0
2019-03-10,462,131.0
2019-03-11,645,174.0
2019-03-12,586,126.0
2019-03-13,562,122.0
2019-03-14,611,156.0
2019-03-15,673,191.0
2019-03-16,550,169.0
2019-03-17,419,133.0
2019-03-18,575,174.0
2019-03-19,565,169.0
2019-03-20,584,159.0
2019-03-21,624,162.0
2019-03-22,718,185.0
2019-03-23,530,153.0
2019-03-24,466,155.0
2019-03-25,526,126.0
2019-03-26,610,179.0
2019-03-27,562,138.0
2019-03-28,644,175.0
2019-03-29,563,166.0
2019-03-30,516,156.0
2019-03-31,450,123.0
2019-04-01,602,153.0
2019-04-02,553,159.0
2019-04-03,613,146.0
2019-04-04,660,200.0
2019-04-05,701,180.0
2019-04-06,587,208.0
2019-04-07,487,166.0
2019-04-08,594,157.0
2019-04-09,537,128.0
2019-04-10,633,193.0
2019-04-11,537,144.0
2019-04-12,688,214.0
2019-04-13,599,174.0
2019-04-14,457,127.0
2019-04-15,657,157.0
2019-04-16,638,143.0
2019-04-17,621,161.0
2019-04-18,540,138.0
2019-04-19,551,182.0
2019-04-20,456,139.0
2019-04-21,398,137.0
2019-04-22,522,132.0
2019-04-23,592,172.0
2019-04-24,515,202.0
2019-04-25,518,117.0
2019-04-26,500,143.0
2019-04-27,526,192.0
2019-04-28,395,102.0
2019-04-29,565,159.0
2019-04-30,587,186.0
2019-05-01,599,164.0
2019-05-02,668,185.0
2019-05-03,651,190.0
2019-05-04,553,160.0
2019-05-05,529,182.0
2019-05-06,630,190.0
2019-05-07,647,186.0
2019-05-08,649,187.0
2019-05-09,593,162.0
2019-05-10,660,225.0
2019-05-11,637,200.0
2019-05-12,589,167.0
2019-05-13,613,155.0
2019-05-14,621,161.0
2019-05-15,691,172.0
2019-05-16,642,188.0
2019-05-17,726,196.0
2019-05-18,649,208.0
2019-05-19,547,137.0
2019-05-20,689,182.0
2019-05-21,745,230.0
2019-05-22,693,192.0
2019-05-23,722,170.0
2019-05-24,728,217.0
2019-05-25,520,174.0
2019-05-26,510,206.0
2019-05-27,442,189.0
2019-05-28,654,167.0
2019-05-29,601,157.0
2019-05-30,625,205.0
2019-05-31,765,225.0
2019-06-01,557,200.0
2019-06-02,515,190.0
2019-06-03,659,196.0
2019-06-04,615,184.0
2019-06-05,655,183.0
2019-06-06,744,183.0
2019-06-07,734,206.0
2019-06-08,580,184.0
2019-06-09,526,194.0
2019-06-10,613,174.0
2019-06-11,682,214.0
2019-06-12,686,214.0
2019-06-13,634,166.0
2019-06-14,749,195.0
2019-06-15,620,184.0
2019-06-16,509,187.0
2019-06-17,552,135.0
2019-06-18,721,211.0
2019-06-19,591,149.0
2019-06-20,697,195.0
2019-06-21,771,256.0
2019-06-22,635,213.0
2019-06-23,559,215.0
2019-06-24,731,195.0
2019-06-25,662,205.0
2019-06-26,803,235.0
2019-06-27,734,205.0
2019-06-28,753,235.0
2019-06-29,660,240.0
2019-06-30,569,182.0
2019-07-01,693,230.0
2019-07-02,591,184.0
2019-07-03,654,178.0
2019-07-04,394,154.0
2019-07-05,542,179.0
2019-07-06,471,182.0
2019-07-07,441,155.0
2019-07-08,592,184.0
2019-07-09,661,172.0
2019-07-10,553,175.0
2019-07-11,658,178.0
2019-07-12,747,237.0
2019-07-13,558,167.0
2019-07-14,497,228.0
2019-07-15,637,201.0
2019-07-16,658,189.0
2019-07-17,630,183.0
2019-07-18,620,160.0
2019-07-19,666,161.0
2019-07-20,586,193.0
2019-07-21,477,167.0
2019-07-22,641,154.0
2019-07-23,553,140.0
2019-07-24,626,176.0
2019-07-25,605,181.0
2019-07-26,650,216.0
2019-07-27,602,173.0
2019-07-28,527,211.0
2019-07-29,649,200.0
2019-07-30,638,191.0
2019-07-31,604,158.0
2019-08-01,618,149.0
2019-08-02,610,168.0
2019-08-03,566,202.0
2019-08-04,499,204.0
2019-08-05,616,201.0
2019-08-06,551,191.0
2019-08-07,608,154.0
2019-08-08,646,202.0
2019-08-09,645,195.0
2019-08-10,572,210.0
2019-08-11,484,184.0
2019-08-12,586,168.0
2019-08-13,469,147.0
2019-08-14,537,159.0
2019-08-15,560,173.0
2019-08-16,523,148.0
2019-08-17,533,187.0
2019-08-18,481,195.0
2019-08-19,563,173.0
2019-08-20,574,185.0
2019-08-21,522,151.0
2019-08-22,587,172.0
2019-08-23,569,165.0
2019-08-24,514,176.0
2019-08-25,482,153.0
2019-08-26,494,156.0
2019-08-27,529,181.0
2019-08-28,553,217.0
2019-08-29,592,173.0
2019-08-30,630,179.0
2019-08-31,502,176.0
2019-09-01,473,173.0
2019-09-02,427,128.0
2019-09-03,652,193.0
2019-09-04,600,196.0
2019-09-05,628,186.0
2019-09-06,591,152.0
2019-09-07,489,135.0
2019-09-08,462,196.0
2019-09-09,603,180.0
2019-09-10,605,202.0
2019-09-11,624,185.0
2019-09-12,689,211.0
2019-09-13,687,182.0
2019-09-14,488,146.0
2019-09-15,604,189.0
2019-09-16,620,151.0
2019-09-17,635,182.0
2019-09-18,605,173.0
2019-09-19,605,148.0
2019-09-20,688,194.0
2019-09-21,577,187.0
2019-09-22,515,207.0
2019-09-23,639,182.0
2019-09-24,628,207.0
2019-09-25,604,181.0
2019-09-26,645,185.0
2019-09-27,703,222.0
2019-09-28,532,173.0
2019-09-29,488,153.0
2019-09-30,435,113.0
2019-10-01,454,147.0
2019-10-02,688,180.0
2019-10-03,690,190.0
2019-10-04,708,202.0
2019-10-05,557,158.0
2019-10-06,435,134.0
2019-10-07,575,157.0
2019-10-08,523,172.0
2019-10-09,383,124.0
2019-10-10,615,166.0
2019-10-11,606,184.0
2019-10-12,502,158.0
2019-10-13,441,130.0
2019-10-14,400,122.0
2019-10-15,549,156.0
2019-10-16,658,189.0
2019-10-17,608,149.0
2019-10-18,634,169.0
2019-10-19,586,193.0
2019-10-20,500,158.0
2019-10-21,559,145.0
2019-10-22,562,158.0
2019-10-23,669,209.0
2019-10-24,613,185.0
2019-10-25,647,195.0
2019-10-26,525,204.0
2019-10-27,467,159.0
2019-10-28,607,190.0
2019-10-29,639,202.0
2019-10-30,595,153.0
2019-10-31,616,232.0
2019-11-01,782,234.0
2019-11-02,506,155.0
2019-11-03,479,132.0
2019-11-04,623,179.0
2019-11-05,440,144.0
2019-11-06,615,144.0
2019-11-07,669,178.0
2019-11-08,676,173.0
2019-11-09,502,136.0
2019-11-10,457,114.0
2019-11-11,481,143.0
2019-11-12,595,172.0
2019-11-13,599,166.0
2019-11-14,545,141.0
2019-11-15,621,174.0
2019-11-16,527,160.0
2019-11-17,444,104.0
2019-11-18,743,231.0
2019-11-19,630,146.0
2019-11-20,526,129.0
2019-11-21,647,186.0
2019-11-22,633,155.0
2019-11-23,528,162.0
2019-11-24,517,176.0
2019-11-25,641,179.0
2019-11-26,702,206.0
2019-11-27,561,170.0
2019-11-28,374,110.0
2019-11-29,425,118.0
2019-11-30,465,153.0
2019-12-01,409,138.0
2019-12-02,580,201.0
2019-12-03,620,185.0
2019-12-04,552,156.0
2019-12-05,597,146.0
2019-12-06,563,115.0
2019-12-07,566,209.0
2019-12-08,455,139.0
2019-12-09,737,257.0
2019-12-10,667,194.0
2019-12-11,578,162.0
2019-12-12,599,150.0
2019-12-13,760,260.0
2019-12-14,577,180.0
2019-12-15,503,136.0
2019-12-16,519,162.0
2019-12-17,700,193.0
2019-12-18,701,186.0
2019-12-19,699,178.0
2019-12-20,698,215.0
2019-12-21,520,184.0
2019-12-22,510,177.0
2019-12-23,593,181.0
2019-12-24,530,163.0
2019-12-25,264,95.0
2019-12-26,414,134.0
2019-12-27,448,137.0
2019-12-28,355,118.0
2019-12-29,384,155.0
2019-12-30,518,150.0
2019-12-31,443,129.0
2020-01-01,346,115.0
2020-01-02,413,132.0
2020-01-03,456,139.0
2020-01-04,353,126.0
2020-01-05,291,88.0
2020-01-06,459,155.0
2020-01-07,408,141.0
2020-01-08,454,109.0
2020-01-09,521,158.0
2020-01-10,522,157.0
2020-01-11,439,177.0
2020-01-12,391,150.0
2020-01-13,476,139.0
2020-01-14,497,146.0
2020-01-15,508,154.0
2020-01-16,547,156.0
2020-01-17,566,139.0
2020-01-18,774,189.0
2020-01-19,360,93.0
2020-01-20,390,88.0
2020-01-21,556,163.0
2020-01-22,489,120.0
2020-01-23,451,134.0
2020-01-24,524,167.0
2020-01-25,383,124.0
2020-01-26,398,132.0
2020-01-27,452,100.0
2020-01-28,404,108.0
2020-01-29,495,138.0
2020-01-30,525,146.0
2020-01-31,518,145.0
2020-02-01,409,114.0
2020-02-02,391,104.0
2020-02-03,559,161.0
2020-02-04,464,134.0
2020-02-05,432,127.0
2020-02-06,544,186.0
2020-02-07,604,170.0
2020-02-08,466,111.0
2020-02-09,373,145.0
2020-02-10,572,178.0
2020-02-11,458,130.0
2020-02-12,438,104.0
2020-02-13,504,122.0
2020-02-14,632,175.0
2020-02-15,440,147.0
2020-02-16,387,121.0
2020-02-17,339,107.0
2020-02-18,428,129.0
2020-02-19,477,156.0
2020-02-20,448,145.0
2020-02-21,504,159.0
2020-02-22,407,145.0
2020-02-23,392,140.0
2020-02-24,493,146.0
2020-02-25,527,151.0
2020-02-26,449,126.0
2020-02-27,581,180.0
2020-02-28,530,115.0
2020-02-29,456,117.0
2020-03-01,423,122.0
2020-03-02,563,166.0
2020-03-03,550,175.0
2020-03-04,540,159.0
2020-03-05,529,167.0
2020-03-06,673,179.0
2020-03-07,515,164.0
2020-03-08,408,183.0
2020-03-09,546,164.0
2020-03-10,450,116.0
2020-03-11,473,146.0
2020-03-12,456,131.0
2020-03-13,551,147.0
2020-03-14,371,118.0
2020-03-15,331,123.0
2020-03-16,378,82.0
2020-03-17,374,101.0
2020-03-18,298,69.0
2020-03-19,339,81.0
2020-03-20,306,67.0
2020-03-21,238,73.0
2020-03-22,139,30.0
2020-03-23,226,63.0
2020-03-24,201,56.0
2020-03-25,168,36.0
2020-03-26,187,45.0
2020-03-27,195,47.0
2020-03-28,183,39.0
2020-03-29,146,42.0
2020-03-30,164,30.0
2020-03-31,158,43.0
2020-04-01,155,39.0
2020-04-02,166,41.0
2020-04-03,191,35.0
2020-04-04,156,53.0
2020-04-05,94,40.0
2020-04-06,127,33.0
2020-04-07,129,59.0
2020-04-08,125,56.0
2020-04-09,103,29.0
2020-04-10,115,43.0
2020-04-11,121,46.0
2020-04-12,106,46.0
2020-04-13,138,25.0
2020-04-14,135,44.0
2020-04-15,139,52.0
2020-04-16,138,37.0
2020-04-17,157,43.0
2020-04-18,125,30.0
2020-04-19,102,37.0
2020-04-20,140,43.0
2020-04-21,121,43.0
2020-04-22,148,52.0
2020-04-23,108,42.0
2020-04-24,172,49.0
2020-04-25,152,59.0
2020-04-26,140,57.0
2020-04-27,131,39.0
2020-04-28,185,59.0
2020-04-29,137,36.0
2020-04-30,173,44.0
2020-05-01,186,58.0
2020-05-02,189,78.0
2020-05-03,167,61.0
2020-05-04,174,78.0
2020-05-05,174,65.0
2020-05-06,184,62.0
2020-05-07,175,69.0
2020-05-08,177,77.0
2020-05-09,148,51.0
2020-05-10,163,75.0
2020-05-11,173,48.0
2020-05-12,191,67.0
2020-05-13,212,90.0
2020-05-14,171,57.0
2020-05-15,242,114.0
2020-05-16,217,110.0
2020-05-17,171,90.0
2020-05-18,185,62.0
2020-05-19,229,99.0
2020-05-20,192,61.0
2020-05-21,212,95.0
2020-05-22,264,120.0
2020-05-23,193,90.0
2020-05-24,197,81.0
2020-05-25,214,101.0
2020-05-26,224,93.0
2020-05-27,239,100.0
2020-05-28,209,83.0
2020-05-29,258,104.0
2020-05-30,226,121.0
2020-05-31,208,91.0
2020-06-01,196,76.0
2020-06-02,197,89.0
2020-06-03,216,92.0
2020-06-04,245,140.0
2020-06-05,248,104.0
2020-06-06,262,125.0
2020-06-07,206,109.0
2020-06-08,235,96.0
2020-06-09,251,108.0
2020-06-10,238,95.0
2020-06-11,251,94.0
2020-06-12,277,135.0
2020-06-13,282,159.0
2020-06-14,228,128.0
2020-06-15,223,97.0
2020-06-16,259,131.0
2020-06-17,244,122.0
2020-06-18,226,123.0
2020-06-19,306,135.0
2020-06-20,246,129.0
2020-06-21,245,134.0
2020-06-22,295,134.0
2020-06-23,291,164.0
2020-06-24,300,155.0
2020-06-25,251,99.0
2020-06-26,337,177.0
2020-06-27,273,127.0
2020-06-28,240,120.0
2020-06-29,301,130.0
2020-06-30,278,108.0
2020-07-01,259,118.0
2020-07-02,340,172.0
2020-07-03,302,122.0
2020-07-04,278,159.0
2020-07-05,290,175.0
2020-07-06,257,139.0
2020-07-07,243,131.0
2020-07-08,267,135.0
2020-07-09,313,152.0
2020-07-10,296,111.0
2020-07-11,274,149.0
2020-07-12,292,149.0
2020-07-13,290,142.0
2020-07-14,320,141.0
2020-07-15,268,153.0
2020-07-16,322,137.0
2020-07-17,308,126.0
2020-07-18,316,143.0
2020-07-19,313,150.0
2020-07-20,281,125.0
2020-07-21,331,150.0
2020-07-22,290,122.0
2020-07-23,332,156.0
2020-07-24,312,115.0
2020-07-25,291,151.0
2020-07-26,313,144.0
2020-07-27,320,150.0
2020-07-28,298,115.0
2020-07-29,318,136.0
2020-07-30,300,139.0
2020-07-31,343,146.0
2020-08-01,375,208.0
2020-08-02,286,130.0
2020-08-03,353,173.0
2020-08-04,451,131.0
2020-08-05,345,157.0
2020-08-06,356,156.0
2020-08-07,337,153.0
2020-08-08,260,141.0
2020-08-09,283,155.0
2020-08-10,320,148.0
2020-08-11,317,131.0
2020-08-12,293,148.0
2020-08-13,275,144.0
2020-08-14,344,156.0
2020-08-15,313,163.0
2020-08-16,279,126.0
2020-08-17,288,148.0
2020-08-18,311,154.0
2020-08-19,286,131.0
2020-08-20,306,136.0
2020-08-21,348,161.0
2020-08-22,328,163.0
2020-08-23,316,197.0
2020-08-24,320,156.0
2020-08-25,286,142.0
2020-08-26,310,139.0
2020-08-27,343,173.0
2020-08-28,306,154.0
2020-08-29,291,148.0
2020-08-30,303,169.0
2020-08-31,294,142.0
2020-09-01,337,147.0
2020-09-02,309,144.0
2020-09-03,363,195.0
2020-09-04,383,197.0
2020-09-05,362,179.0
2020-09-06,293,180.0
2020-09-07,295,166.0
2020-09-08,337,166.0
2020-09-09,292,153.0
2020-09-10,347,149.0
2020-09-11,351,193.0
2020-09-12,304,195.0
2020-09-13,245,111.0
2020-09-14,289,137.0
2020-09-15,301,134.0
2020-09-16,307,131.0
2020-09-17,322,143.0
2020-09-18,341,175.0
2020-09-19,330,143.0
2020-09-20,275,189.0
2020-09-21,310,133.0
2020-09-22,307,120.0
2020-09-23,356,150.0
2020-09-24,297,155.0
2020-09-25,348,144.0
2020-09-26,330,148.0
2020-09-27,315,177.0
2020-09-28,300,126.0
2020-09-29,317,178.0
2020-09-30,347,137.0
2020-10-01,332,141.0
2020-10-02,350,137.0
2020-10-03,323,168.0
2020-10-04,269,129.0
2020-10-05,302,128.0
2020-10-06,325,149.0
2020-10-07,308,131.0
2020-10-08,332,150.0
2020-10-09,330,131.0
2020-10-10,277,140.0
2020-10-11,248,127.0
2020-10-12,323,170.0
2020-10-13,323,133.0
2020-10-14,333,139.0
2020-10-15,311,141.0
2020-10-16,304,120.0
2020-10-17,335,167.0
2020-10-18,305,158.0
2020-10-19,276,80.0
2020-10-20,336,144.0
2020-10-21,338,161.0
2020-10-22,264,118.0
2020-10-23,337,149.0
2020-10-24,301,151.0
2020-10-25,281,135.0
2020-10-26,314,162.0
2020-10-27,262,108.0
2020-10-28,309,134.0
2020-10-29,334,146.0
2020-10-30,394,155.0
2020-10-31,334,153.0
2020-11-01,308,149.0
2020-11-02,327,139.0
2020-11-03,285,117.0
2020-11-04,302,113.0
2020-11-05,357,166.0
2020-11-06,365,166.0
2020-11-07,329,173.0
2020-11-08,326,144.0
2020-11-09,318,173.0
2020-11-10,343,176.0
2020-11-11,300,158.0
2020-11-12,327,149.0
2020-11-13,391,161.0
2020-11-14,298,127.0
2020-11-15,251,94.0
2020-11-16,305,130.0
2020-11-17,261,113.0
2020-11-18,295,142.0
2020-11-19,279,120.0
2020-11-20,358,162.0
2020-11-21,314,149.0
2020-11-22,222,96.0
2020-11-23,298,141.0
2020-11-24,324,149.0
2020-11-25,276,121.0
2020-11-26,203,92.0
2020-11-27,279,130.0
2020-11-28,239,126.0
2020-11-29,248,120.0
2020-11-30,301,122.0
2020-12-01,269,99.0
2020-12-02,235,103.0
2020-12-03,252,92.0
2020-12-04,372,182.0
2020-12-05,278,114.0
2020-12-06,241,95.0
2020-12-07,281,118.0
2020-12-08,282,150.0
2020-12-09,280,114.0
2020-12-10,311,149.0
2020-12-11,348,158.0
2020-12-12,285,114.0
2020-12-13,265,137.0
2020-12-14,250,112.0
2020-12-15,315,133.0
2020-12-16,341,119.0
2020-12-17,233,56.0
2020-12-18,278,93.0
2020-12-19,251,72.0
2020-12-20,194,83.0
2020-12-21,268,79.0
2020-12-22,320,119.0
2020-12-23,360,144.0
2020-12-24,315,138.0
2020-12-25,168,61.0
2020-12-26,226,117.0
2020-12-27,184,59.0
2020-12-28,217,85.0
2020-12-29,244,109.0
2020-12-30,238,97.0
2020-12-31,278,125.0
2021-01-01,257,105.0
2021-01-02,220,106.0
2021-01-03,186,102.0
2021-01-04,242,101.0
2021-01-05,228,92.0
2021-01-06,220,87.0
2021-01-07,285,125.0
2021-01-08,272,117.0
2021-01-09,244,115.0
2021-01-10,177,85.0
2021-01-11,238,85.0
2021-01-12,279,100.0
2021-01-13,245,85.0
2021-01-14,253,109.0
2021-01-15,272,105.0
2021-01-16,265,127.0
2021-01-17,210,94.0
2021-01-18,225,92.0
2021-01-19,261,101.0
2021-01-20,253,95.0
2021-01-21,251,106.0
2021-01-22,254,92.0
2021-01-23,251,115.0
2021-01-24,212,89.0
2021-01-25,260,85.0
2021-01-26,263,128.0
2021-01-27,262,94.0
2021-01-28,262,85.0
2021-01-29,291,116.0
2021-01-30,284,78.0
2021-01-31,297,108.0
2021-02-01,239,38.0
2021-02-02,238,38.0
2021-02-03,246,51.0
2021-02-04,277,97.0
2021-02-05,326,106.0
2021-02-06,275,96.0
2021-02-07,243,106.0
2021-02-08,301,96.0
2021-02-09,229,68.0
2021-02-10,279,110.0
2021-02-11,299,84.0
2021-02-12,290,105.0
2021-02-13,210,89.0
2021-02-14,184,69.0
2021-02-15,208,89.0
2021-02-16,213,73.0
2021-02-17,239,96.0
2021-02-18,256,104.0
2021-02-19,202,69.0
2021-02-20,257,100.0
2021-02-21,208,106.0
2021-02-22,245,81.0
2021-02-23,240,97.0
2021-02-24,267,137.0
2021-02-25,269,95.0
2021-02-26,301,152.0
2021-02-27,223,104.0
2021-02-28,212,99.0
2021-03-01,224,77.0
2021-03-02,268,126.0
2021-03-03,244,95.0
2021-03-04,262,84.0
2021-03-05,306,123.0
2021-03-06,251,91.0
2021-03-07,216,93.0
2021-03-08,250,94.0
2021-03-09,299,126.0
2021-03-10,224,100.0
2021-03-11,287,144.0
2021-03-12,338,139.0
2021-03-13,252,95.0
2021-03-14,244,89.0
2021-03-15,253,108.0
2021-03-16,237,82.0
2021-03-17,243,100.0
2021-03-18,244,89.0
2021-03-19,309,115.0
2021-03-20,283,144.0
2021-03-21,261,147.0
2021-03-22,295,132.0
2021-03-23,283,122.0
2021-03-24,268,136.0
2021-03-25,257,103.0
2021-03-26,336,159.0
2021-03-27,325,184.0
2021-03-28,198,77.0
2021-03-29,240,103.0
2021-03-30,281,115.0
2021-03-31,284,133.0
2021-04-01,263,128.0
2021-04-02,283,108.0
2021-04-03,281,154.0
2021-04-04,259,124.0
2021-04-05,268,154.0
2021-04-06,318,155.0
2021-04-07,303,138.0
2021-04-08,310,156.0
2021-04-09,281,103.0
2021-04-10,294,138.0
2021-04-11,215,112.0
2021-04-12,264,128.0
2021-04-13,321,143.0
