CRASH DATE,ACCIDENT_COUNT,TOTAL_INJURIES
2015-05-28,682,171.0
2015-05-29,813,217.0
2015-05-30,622,182.0
2015-05-31,555,176.0
2015-06-01,691,147.0
2015-06-02,642,158.0
2015-06-03,658,175.0
2015-06-04,552,134.0
2015-06-05,692,150.0
2015-06-06,598,177.0
2015-06-07,559,164.0
2015-06-08,634,163.0
2015-06-09,652,142.0
2015-06-10,667,191.0
2015-06-11,666,137.0
2015-06-12,451,115.0
2015-06-13,395,123.0
2015-06-14,578,158.0
2015-06-15,506,98.0
2015-06-16,593,145.0
2015-06-17,706,174.0
2015-06-18,615,163.0
2015-06-19,732,141.0
2015-06-20,505,160.0
2015-06-21,620,192.0
2015-06-22,774,188.0
2015-06-23,703,168.0
2015-06-24,778,157.0
2015-06-25,670,148.0
2015-06-26,774,191.0
2015-06-27,595,153.0
2015-06-28,535,155.0
2015-06-29,662,143.0
2015-06-30,622,148.0
2015-07-01,683,178.0
2015-07-02,603,131.0
2015-07-03,549,145.0
2015-07-04,389,129.0
2015-07-05,467,127.0
2015-07-06,598,133.0
2015-07-07,646,175.0
2015-07-08,620,125.0
2015-07-09,567,150.0
2015-07-10,709,188.0
2015-07-11,597,152.0
2015-07-12,521,149.0
2015-07-13,668,182.0
2015-07-14,657,139.0
2015-07-15,611,150.0
2015-07-16,686,169.0
2015-07-17,659,149.0
2015-07-18,561,139.0
2015-07-19,545,155.0
2015-07-20,727,175.0
2015-07-21,606,131.0
2015-07-22,618,149.0
2015-07-23,623,167.0
2015-07-24,490,115.0
2015-07-25,451,122.0
2015-07-26,551,191.0
2015-07-27,626,146.0
2015-07-28,643,153.0
2015-07-29,629,167.0
2015-07-30,717,159.0
2015-07-31,753,189.0
2015-08-01,668,169.0
2015-08-02,550,155.0
2015-08-03,705,181.0
2015-08-04,666,151.0
2015-08-05,619,170.0
2015-08-06,630,158.0
2015-08-07,726,185.0
2015-08-08,545,129.0
2015-08-09,489,160.0
2015-08-10,611,154.0
2015-08-11,601,153.0
2015-08-12,643,124.0
2015-08-13,714,197.0
2015-08-14,729,173.0
2015-08-15,582,133.0
2015-08-16,552,161.0
2015-08-17,592,168.0
2015-08-18,623,148.0
2015-08-19,594,128.0
2015-08-20,600,153.0
2015-08-21,753,174.0
2015-08-22,581,150.0
2015-08-23,492,146.0
2015-08-24,575,120.0
2015-08-25,595,137.0
2015-08-26,606,136.0
2015-08-27,614,154.0
2015-08-28,609,152.0
2015-08-29,539,150.0
2015-08-30,563,169.0
2015-08-31,614,162.0
2015-09-01,626,140.0
2015-09-02,654,163.0
2015-09-03,665,131.0
2015-09-04,643,150.0
2015-09-05,541,150.0
2015-09-06,504,160.0
2015-09-07,485,154.0
2015-09-08,795,178.0
2015-09-09,740,155.0
2015-09-10,716,168.0
2015-09-11,765,166.0
2015-09-12,554,132.0
2015-09-13,478,127.0
2015-09-14,579,151.0
2015-09-15,579,142.0
2015-09-16,748,163.0
2015-09-17,744,163.0
2015-09-18,760,165.0
2015-09-19,655,192.0
2015-09-20,556,153.0
2015-09-21,624,150.0
2015-09-22,571,124.0
2015-09-23,501,120.0
2015-09-24,619,176.0
2015-09-25,585,142.0
2015-09-26,557,155.0
2015-09-27,493,138.0
2015-09-28,586,129.0
2015-09-29,557,152.0
2015-09-30,634,129.0
2015-10-01,683,170.0
2015-10-02,798,174.0
2015-10-03,556,142.0
2015-10-04,536,160.0
2015-10-05,597,140.0
2015-10-06,631,142.0
2015-10-07,668,152.0
2015-10-08,666,141.0
2015-10-09,764,159.0
2015-10-10,649,172.0
2015-10-11,559,154.0
2015-10-12,505,138.0
2015-10-13,724,182.0
2015-10-14,658,172.0
2015-10-15,683,155.0
2015-10-16,676,151.0
2015-10-17,565,146.0
2015-10-18,551,148.0
2015-10-19,667,126.0
2015-10-20,714,175.0
2015-10-21,720,178.0
2015-10-22,666,170.0
2015-10-23,742,199.0
2015-10-24,519,111.0
2015-10-25,522,139.0
2015-10-26,698,158.0
2015-10-27,631,137.0
2015-10-28,689,183.0
2015-10-29,767,182.0
2015-10-30,688,162.0
2015-10-31,357,99.0
2015-11-01,312,70.0
2015-11-02,613,153.0
2015-11-03,655,169.0
2015-11-04,672,167.0
2015-11-05,690,144.0
2015-11-06,616,134.0
2015-11-07,500,121.0
2015-11-08,472,131.0
2015-11-09,615,174.0
2015-11-10,757,192.0
2015-11-11,530,129.0
2015-11-12,637,139.0
2015-11-13,677,144.0
2015-11-14,613,143.0
2015-11-15,500,133.0
2015-11-16,618,155.0
2015-11-17,684,162.0
2015-11-18,628,132.0
2015-11-19,797,200.0
2015-11-20,819,203.0
2015-11-21,597,125.0
2015-11-22,431,116.0
2015-11-23,704,151.0
2015-11-24,733,140.0
2015-11-25,717,165.0
2015-11-26,383,112.0
2015-11-27,480,145.0
2015-11-28,508,160.0
2015-11-29,453,120.0
2015-11-30,611,132.0
2015-12-01,746,192.0
2015-12-02,655,170.0
2015-12-03,623,123.0
2015-12-04,680,145.0
2015-12-05,629,176.0
2015-12-06,485,134.0
2015-12-07,668,152.0
2015-12-08,618,119.0
2015-12-09,575,114.0
2015-12-10,668,146.0
2015-12-11,694,150.0
2015-12-12,578,139.0
2015-12-13,549,142.0
2015-12-14,637,140.0
2015-12-15,755,167.0
2015-12-16,673,149.0
2015-12-17,745,179.0
2015-12-18,767,190.0
2015-12-19,624,121.0
2015-12-20,500,128.0
2015-12-21,612,138.0
2015-12-22,699,161.0
2015-12-23,805,231.0
2015-12-24,603,162.0
2015-12-25,321,121.0
2015-12-26,395,123.0
2015-12-27,518,166.0
2015-12-28,490,107.0
2015-12-29,533,130.0
2015-12-30,501,145.0
2015-12-31,527,96.0
2016-01-01,393,123.0
2016-01-02,422,120.0
2016-01-03,432,128.0
2016-01-04,601,124.0
2016-01-05,640,107.0
2016-01-06,625,124.0
2016-01-07,542,121.0
2016-01-08,602,132.0
2016-01-09,554,140.0
2016-01-10,462,125.0
2016-01-11,680,144.0
2016-01-12,637,116.0
2016-01-13,605,138.0
2016-01-14,597,131.0
2016-01-15,722,147.0
2016-01-16,563,136.0
2016-01-17,451,115.0
2016-01-18,481,123.0
2016-01-19,662,165.0
2016-01-20,623,132.0
2016-01-21,666,145.0
2016-01-22,702,140.0
2016-01-23,402,41.0
2016-01-24,517,55.0
2016-01-25,658,74.0
2016-01-26,734,102.0
2016-01-27,670,105.0
2016-01-28,681,124.0
2016-01-29,645,112.0
2016-01-30,596,101.0
2016-01-31,532,99.0
2016-02-01,716,150.0
2016-02-02,711,145.0
2016-02-03,579,133.0
2016-02-04,609,123.0
2016-02-05,607,135.0
2016-02-06,553,135.0
2016-02-07,423,104.0
2016-02-08,501,89.0
2016-02-09,571,100.0
2016-02-10,537,109.0
2016-02-11,622,150.0
2016-02-12,628,144.0
2016-02-13,480,110.0
2016-02-14,309,55.0
2016-02-15,291,65.0
2016-02-16,615,129.0
2016-02-17,525,84.0
2016-02-18,592,117.0
2016-02-19,532,99.0
2016-02-20,555,140.0
2016-02-21,481,112.0
2016-02-22,615,103.0
2016-02-23,623,140.0
2016-02-24,660,148.0
2016-02-25,663,151.0
2016-02-26,476,116.0
2016-02-27,388,112.0
2016-02-28,509,117.0
2016-02-29,616,152.0
2016-03-01,662,122.0
2016-03-02,653,127.0
2016-03-03,625,121.0
2016-03-04,685,135.0
2016-03-05,601,148.0
2016-03-06,500,123.0
2016-03-07,571,115.0
2016-03-08,632,156.0
2016-03-09,660,170.0
2016-03-10,629,146.0
2016-03-11,672,155.0
2016-03-12,625,162.0
2016-03-13,435,111.0
2016-03-14,640,154.0
2016-03-15,608,139.0
2016-03-16,629,191.0
2016-03-17,612,155.0
2016-03-18,644,163.0
2016-03-19,540,160.0
2016-03-20,479,189.0
2016-03-21,617,198.0
2016-03-22,628,155.0
2016-03-23,621,156.0
2016-03-24,635,176.0
2016-03-25,546,170.0
2016-03-26,530,157.0
2016-03-27,459,162.0
2016-03-28,658,199.0
2016-03-29,683,172.0
2016-03-30,650,159.0
2016-03-31,652,177.0
2016-04-01,702,201.0
2016-04-02,597,191.0
2016-04-03,585,177.0
2016-04-04,683,193.0
2016-04-05,672,171.0
2016-04-06,628,167.0
2016-04-07,630,162.0
2016-04-08,696,193.0
2016-04-09,557,153.0
2016-04-10,499,176.0
2016-04-11,624,147.0
2016-04-12,638,150.0
2016-04-13,700,184.0
2016-04-14,674,156.0
2016-04-15,733,158.0
2016-04-16,679,196.0
2016-04-17,568,197.0
2016-04-18,687,197.0
2016-04-19,732,203.0
2016-04-20,697,212.0
2016-04-21,694,189.0
2016-04-22,741,196.0
2016-04-23,649,210.0
2016-04-24,448,137.0
2016-04-25,488,137.0
2016-04-26,479,141.0
2016-04-27,510,143.0
2016-04-28,489,104.0
2016-04-29,517,133.0
2016-04-30,581,193.0
2016-05-01,484,170.0
2016-05-02,589,130.0
2016-05-03,711,168.0
2016-05-04,653,169.0
2016-05-05,626,154.0
2016-05-06,728,174.0
2016-05-07,571,172.0
2016-05-08,591,200.0
2016-05-09,646,183.0
2016-05-10,608,151.0
2016-05-11,699,193.0
2016-05-12,744,197.0
2016-05-13,766,182.0
2016-05-14,589,184.0
2016-05-15,510,152.0
2016-05-16,742,209.0
2016-05-17,624,167.0
2016-05-18,676,147.0
2016-05-19,694,191.0
2016-05-20,782,229.0
2016-05-21,568,210.0
2016-05-22,571,181.0
2016-05-23,652,173.0
2016-05-24,695,178.0
2016-05-25,733,174.0
2016-05-26,742,158.0
2016-05-27,767,213.0
2016-05-28,627,223.0
2016-05-29,566,205.0
2016-05-30,471,141.0
2016-05-31,760,194.0
2016-06-01,772,196.0
2016-06-02,683,180.0
2016-06-03,710,171.0
2016-06-04,635,204.0
2016-06-05,466,143.0
2016-06-06,758,220.0
2016-06-07,709,207.0
2016-06-08,763,220.0
2016-06-09,686,140.0
2016-06-10,818,244.0
2016-06-11,584,175.0
2016-06-12,587,205.0
2016-06-13,646,169.0
2016-06-14,717,166.0
2016-06-15,739,171.0
2016-06-16,689,157.0
2016-06-17,748,215.0
2016-06-18,700,211.0
2016-06-19,559,220.0
2016-06-20,745,196.0
2016-06-21,681,175.0
2016-06-22,751,180.0
2016-06-23,643,144.0
2016-06-24,811,228.0
2016-06-25,688,200.0
2016-06-26,582,238.0
2016-06-27,718,182.0
2016-06-28,675,177.0
2016-06-29,687,164.0
2016-06-30,761,175.0
2016-07-01,752,207.0
2016-07-02,570,155.0
2016-07-03,448,190.0
2016-07-04,488,193.0
2016-07-05,663,213.0
2016-07-06,680,160.0
2016-07-07,603,150.0
2016-07-08,612,151.0
2016-07-09,498,170.0
2016-07-10,508,183.0
2016-07-11,618,200.0
2016-07-12,662,150.0
2016-07-13,607,165.0
2016-07-14,741,188.0
2016-07-15,798,236.0
2016-07-16,623,191.0
2016-07-17,574,200.0
2016-07-18,725,197.0
2016-07-19,699,179.0
2016-07-20,698,168.0
2016-07-21,731,220.0
2016-07-22,769,180.0
2016-07-23,650,212.0
2016-07-24,566,177.0
2016-07-25,698,161.0
2016-07-26,688,164.0
2016-07-27,690,209.0
2016-07-28,709,197.0
2016-07-29,774,199.0
2016-07-30,599,198.0
2016-07-31,529,160.0
2016-08-01,569,139.0
2016-08-02,602,197.0
2016-08-03,687,181.0
2016-08-04,715,196.0
2016-08-05,700,182.0
2016-08-06,578,176.0
2016-08-07,540,189.0
2016-08-08,632,159.0
2016-08-09,650,173.0
2016-08-10,618,203.0
2016-08-11,672,196.0
2016-08-12,729,220.0
2016-08-13,614,178.0
2016-08-14,521,143.0
2016-08-15,643,160.0
2016-08-16,644,200.0
2016-08-17,658,153.0
2016-08-18,635,183.0
2016-08-19,707,213.0
2016-08-20,579,142.0
2016-08-21,512,177.0
2016-08-22,669,182.0
2016-08-23,637,178.0
2016-08-24,635,145.0
2016-08-25,659,185.0
2016-08-26,756,181.0
2016-08-27,624,169.0
2016-08-28,559,170.0
2016-08-29,673,188.0
2016-08-30,622,174.0
2016-08-31,661,180.0
2016-09-01,675,168.0
2016-09-02,697,180.0
2016-09-03,498,177.0
2016-09-04,466,156.0
2016-09-05,419,130.0
2016-09-06,626,137.0
2016-09-07,648,155.0
2016-09-08,717,201.0
2016-09-09,715,136.0
2016-09-10,598,192.0
2016-09-11,538,180.0
2016-09-12,648,215.0
2016-09-13,779,242.0
2016-09-14,779,193.0
2016-09-15,757,215.0
2016-09-16,780,184.0
2016-09-17,646,197.0
2016-09-18,535,177.0
2016-09-19,680,198.0
2016-09-20,619,159.0
2016-09-21,621,191.0
2016-09-22,660,189.0
2016-09-23,812,251.0
2016-09-24,612,183.0
2016-09-25,572,167.0
2016-09-26,623,177.0
2016-09-27,659,188.0
2016-09-28,637,162.0
2016-09-29,624,143.0
2016-09-30,872,254.0
2016-10-01,581,163.0
2016-10-02,486,154.0
2016-10-03,490,131.0
2016-10-04,523,117.0
2016-10-05,695,174.0
2016-10-06,764,200.0
2016-10-07,754,173.0
2016-10-08,633,159.0
2016-10-09,480,120.0
2016-10-10,539,158.0
2016-10-11,739,174.0
2016-10-12,498,159.0
2016-10-13,757,177.0
2016-10-14,767,197.0
2016-10-15,641,163.0
2016-10-16,503,173.0
2016-10-17,585,159.0
2016-10-18,590,149.0
2016-10-19,676,180.0
2016-10-20,662,158.0
2016-10-21,851,243.0
2016-10-22,629,202.0
2016-10-23,534,153.0
2016-10-24,573,143.0
2016-10-25,566,138.0
2016-10-26,706,187.0
2016-10-27,831,198.0
2016-10-28,798,174.0
2016-10-29,614,177.0
2016-10-30,557,175.0
2016-10-31,655,169.0
2016-11-01,732,173.0
2016-11-02,665,164.0
2016-11-03,689,193.0
2016-11-04,777,241.0
2016-11-05,626,170.0
2016-11-06,532,142.0
2016-11-07,699,198.0
2016-11-08,620,194.0
2016-11-09,541,134.0
2016-11-10,706,154.0
2016-11-11,665,168.0
2016-11-12,603,157.0
2016-11-13,518,161.0
2016-11-14,668,158.0
2016-11-15,741,193.0
2016-11-16,705,163.0
2016-11-17,707,168.0
2016-11-18,776,213.0
2016-11-19,692,228.0
2016-11-20,529,169.0
2016-11-21,684,141.0
2016-11-22,765,162.0
2016-11-23,807,175.0
2016-11-24,428,136.0
2016-11-25,455,161.0
2016-11-26,463,119.0
2016-11-27,466,101.0
2016-11-28,647,142.0
2016-11-29,752,236.0
2016-11-30,730,194.0
2016-12-01,734,191.0
2016-12-02,690,159.0
2016-12-03,592,165.0
2016-12-04,482,133.0
2016-12-05,791,190.0
2016-12-06,711,189.0
2016-12-07,637,160.0
2016-12-08,635,116.0
2016-12-09,701,189.0
2016-12-10,555,173.0
2016-12-11,522,173.0
2016-12-12,665,158.0
2016-12-13,630,145.0
2016-12-14,689,167.0
2016-12-15,749,168.0
2016-12-16,792,163.0
2016-12-17,623,136.0
2016-12-18,521,174.0
2016-12-19,722,172.0
2016-12-20,719,174.0
2016-12-21,676,171.0
2016-12-22,700,152.0
2016-12-23,692,200.0
2016-12-24,554,155.0
2016-12-25,365,111.0
2016-12-26,394,117.0
2016-12-27,569,172.0
2016-12-28,546,126.0
2016-12-29,542,135.0
2016-12-30,583,133.0
2016-12-31,465,122.0
2017-01-01,485,168.0
2017-01-02,449,111.0
2017-01-03,659,206.0
2017-01-04,590,129.0
2017-01-05,552,98.0
2017-01-06,600,174.0
2017-01-07,896,166.0
2017-01-08,406,86.0
2017-01-09,669,162.0
2017-01-10,597,163.0
2017-01-11,629,145.0
2017-01-12,646,172.0
2017-01-13,604,161.0
2017-01-14,495,149.0
2017-01-15,490,138.0
2017-01-16,477,125.0
2017-01-17,657,199.0
2017-01-18,549,146.0
2017-01-19,610,138.0
2017-01-20,605,130.0
2017-01-21,475,128.0
2017-01-22,411,123.0
2017-01-23,667,202.0
2017-01-24,564,158.0
2017-01-25,576,141.0
2017-01-26,563,150.0
2017-01-27,583,120.0
2017-01-28,501,138.0
2017-01-29,428,124.0
2017-01-30,545,143.0
2017-01-31,571,121.0
2017-02-01,574,130.0
2017-02-02,586,141.0
2017-02-03,609,131.0
2017-02-04,541,143.0
2017-02-05,429,120.0
2017-02-06,568,133.0
2017-02-07,626,170.0
2017-02-08,673,185.0
2017-02-09,507,86.0
2017-02-10,708,130.0
2017-02-11,511,120.0
2017-02-12,439,126.0
2017-02-13,642,141.0
2017-02-14,688,177.0
2017-02-15,603,123.0
2017-02-16,652,159.0
2017-02-17,680,168.0
2017-02-18,570,161.0
2017-02-19,438,125.0
2017-02-20,428,123.0
2017-02-21,483,120.0
2017-02-22,477,110.0
2017-02-23,581,140.0
2017-02-24,657,233.0
2017-02-25,573,169.0
2017-02-26,462,107.0
2017-02-27,540,127.0
2017-02-28,591,153.0
2017-03-01,571,138.0
2017-03-02,653,145.0
2017-03-03,745,159.0
2017-03-04,536,131.0
2017-03-05,489,124.0
2017-03-06,618,128.0
2017-03-07,637,117.0
2017-03-08,609,135.0
2017-03-09,665,162.0
2017-03-10,612,167.0
2017-03-11,548,155.0
2017-03-12,516,142.0
2017-03-13,792,174.0
2017-03-14,374,39.0
2017-03-15,650,88.0
2017-03-16,839,162.0
2017-03-17,756,140.0
2017-03-18,504,119.0
2017-03-19,550,120.0
2017-03-20,750,189.0
2017-03-21,636,142.0
2017-03-22,617,151.0
2017-03-23,703,180.0
2017-03-24,654,163.0
2017-03-25,571,152.0
2017-03-26,456,120.0
2017-03-27,629,157.0
2017-03-28,592,134.0
2017-03-29,672,197.0
2017-03-30,639,140.0
2017-03-31,753,178.0
2017-04-01,591,133.0
2017-04-02,514,158.0
2017-04-03,646,158.0
2017-04-04,598,118.0
2017-04-05,587,150.0
2017-04-06,713,150.0
2017-04-07,694,172.0
2017-04-08,627,156.0
2017-04-09,541,167.0
2017-04-10,634,120.0
2017-04-11,519,151.0
2017-04-12,540,133.0
2017-04-13,590,160.0
2017-04-14,515,160.0
2017-04-15,495,149.0
2017-04-16,481,134.0
2017-04-17,488,131.0
2017-04-18,516,125.0
2017-04-19,580,144.0
2017-04-20,632,158.0
2017-04-21,690,150.0
2017-04-22,551,138.0
2017-04-23,517,169.0
2017-04-24,541,136.0
2017-04-25,723,172.0
2017-04-26,630,153.0
2017-04-27,688,158.0
2017-04-28,857,201.0
2017-04-29,661,211.0
2017-04-30,470,131.0
2017-05-01,639,149.0
2017-05-02,743,190.0
2017-05-03,714,155.0
2017-05-04,701,178.0
2017-05-05,776,177.0
2017-05-06,685,206.0
2017-05-07,514,172.0
2017-05-08,638,180.0
2017-05-09,651,144.0
2017-05-10,668,143.0
2017-05-11,686,189.0
2017-05-12,817,194.0
2017-05-13,683,200.0
2017-05-14,633,176.0
2017-05-15,729,146.0
2017-05-16,694,162.0
2017-05-17,753,209.0
2017-05-18,911,311.0
2017-05-19,974,202.0
2017-05-20,612,160.0
2017-05-21,618,176.0
2017-05-22,719,174.0
2017-05-23,659,155.0
2017-05-24,641,158.0
2017-05-25,742,203.0
2017-05-26,776,202.0
2017-05-27,475,123.0
2017-05-28,474,149.0
2017-05-29,371,110.0
2017-05-30,647,184.0
2017-05-31,669,188.0
2017-06-01,654,180.0
2017-06-02,737,213.0
2017-06-03,637,219.0
2017-06-04,468,148.0
2017-06-05,656,158.0
2017-06-06,660,190.0
2017-06-07,675,155.0
2017-06-08,660,190.0
2017-06-09,770,182.0
2017-06-10,665,177.0
2017-06-11,702,212.0
2017-06-12,804,197.0
2017-06-13,829,193.0
2017-06-14,754,226.0
2017-06-15,771,195.0
2017-06-16,657,187.0
2017-06-17,654,157.0
2017-06-18,593,192.0
2017-06-19,819,213.0
2017-06-20,813,181.0
2017-06-21,744,199.0
2017-06-22,845,194.0
2017-06-23,793,187.0
2017-06-24,753,201.0
2017-06-25,590,191.0
2017-06-26,669,169.0
2017-06-27,757,237.0
2017-06-28,730,196.0
2017-06-29,767,189.0
2017-06-30,747,201.0
2017-07-01,595,233.0
2017-07-02,537,184.0
2017-07-03,617,139.0
2017-07-04,424,164.0
2017-07-05,706,202.0
2017-07-06,611,165.0
2017-07-07,674,201.0
2017-07-08,585,158.0
2017-07-09,512,156.0
2017-07-10,667,176.0
2017-07-11,638,155.0
2017-07-12,677,147.0
2017-07-13,759,182.0
2017-07-14,707,162.0
2017-07-15,649,196.0
2017-07-16,515,175.0
2017-07-17,639,165.0
2017-07-18,706,204.0
2017-07-19,747,193.0
2017-07-20,774,182.0
2017-07-21,733,198.0
2017-07-22,648,183.0
2017-07-23,554,162.0
2017-07-24,620,168.0
2017-07-25,595,171.0
2017-07-26,635,181.0
2017-07-27,610,171.0
2017-07-28,685,178.0
2017-07-29,512,147.0
2017-07-30,606,199.0
2017-07-31,656,155.0
2017-08-01,705,205.0
2017-08-02,618,148.0
2017-08-03,713,207.0
2017-08-04,758,181.0
2017-08-05,573,156.0
2017-08-06,519,154.0
2017-08-07,606,154.0
2017-08-08,631,176.0
2017-08-09,655,147.0
2017-08-10,650,174.0
2017-08-11,655,172.0
2017-08-12,526,158.0
2017-08-13,563,189.0
2017-08-14,602,139.0
2017-08-15,577,159.0
2017-08-16,600,167.0
2017-08-17,639,170.0
2017-08-18,612,164.0
2017-08-19,638,214.0
2017-08-20,538,173.0
2017-08-21,627,167.0
2017-08-22,684,174.0
2017-08-23,629,169.0
2017-08-24,631,202.0
2017-08-25,633,199.0
2017-08-26,570,169.0
2017-08-27,498,153.0
2017-08-28,584,182.0
2017-08-29,614,183.0
2017-08-30,671,184.0
2017-08-31,618,157.0
2017-09-01,681,190.0
2017-09-02,562,187.0
2017-09-03,518,197.0
2017-09-04,532,221.0
2017-09-05,707,185.0
2017-09-06,608,156.0
2017-09-07,790,245.0
2017-09-08,740,203.0
2017-09-09,608,205.0
2017-09-10,533,162.0
2017-09-11,735,196.0
2017-09-12,680,173.0
2017-09-13,738,202.0
2017-09-14,728,166.0
2017-09-15,827,254.0
2017-09-16,623,170.0
2017-09-17,586,202.0
2017-09-18,672,207.0
2017-09-19,661,167.0
2017-09-20,583,156.0
2017-09-21,535,127.0
2017-09-22,614,146.0
2017-09-23,631,208.0
2017-09-24,587,189.0
2017-09-25,726,138.0
2017-09-26,656,217.0
2017-09-27,696,177.0
2017-09-28,740,206.0
2017-09-29,757,215.0
2017-09-30,550,143.0
2017-10-01,571,164.0
2017-10-02,739,198.0
2017-10-03,687,142.0
2017-10-04,711,209.0
2017-10-05,657,163.0
2017-10-06,649,183.0
2017-10-07,570,177.0
2017-10-08,521,136.0
2017-10-09,546,183.0
2017-10-10,768,241.0
2017-10-11,628,170.0
2017-10-12,603,168.0
2017-10-13,658,157.0
2017-10-14,567,164.0
2017-10-15,496,151.0
2017-10-16,641,165.0
2017-10-17,736,193.0
2017-10-18,737,191.0
2017-10-19,766,223.0
2017-10-20,823,264.0
2017-10-21,583,163.0
2017-10-22,528,167.0
2017-10-23,669,179.0
2017-10-24,685,148.0
2017-10-25,648,165.0
2017-10-26,658,130.0
2017-10-27,759,225.0
2017-10-28,615,180.0
2017-10-29,613,233.0
2017-10-30,832,212.0
2017-10-31,696,178.0
2017-11-01,607,173.0
2017-11-02,746,186.0
2017-11-03,776,190.0
2017-11-04,613,163.0
2017-11-05,519,161.0
2017-11-06,682,167.0
2017-11-07,710,181.0
2017-11-08,662,140.0
2017-11-09,702,180.0
2017-11-10,724,158.0
2017-11-11,623,152.0
2017-11-12,539,141.0
2017-11-13,699,141.0
2017-11-14,647,145.0
2017-11-15,713,193.0
2017-11-16,811,251.0
2017-11-17,814,191.0
2017-11-18,629,174.0
2017-11-19,573,177.0
2017-11-20,748,182.0
2017-11-21,790,194.0
2017-11-22,774,185.0
2017-11-23,469,161.0
2017-11-24,502,128.0
2017-11-25,456,110.0
2017-11-26,485,150.0
2017-11-27,635,142.0
2017-11-28,649,157.0
2017-11-29,701,184.0
2017-11-30,663,165.0
2017-12-01,772,198.0
2017-12-02,575,127.0
2017-12-03,448,113.0
2017-12-04,684,201.0
2017-12-05,704,197.0
2017-12-06,651,146.0
2017-12-07,693,192.0
2017-12-08,682,160.0
2017-12-09,538,145.0
2017-12-10,513,176.0
2017-12-11,725,193.0
2017-12-12,687,147.0
2017-12-13,709,171.0
2017-12-14,883,215.0
2017-12-15,999,211.0
2017-12-16,661,168.0
2017-12-17,547,150.0
2017-12-18,706,172.0
2017-12-19,657,159.0
2017-12-20,700,172.0
2017-12-21,742,186.0
2017-12-22,720,177.0
2017-12-23,565,160.0
2017-12-24,469,123.0
2017-12-25,333,93.0
2017-12-26,543,130.0
2017-12-27,577,152.0
2017-12-28,609,118.0
2017-12-29,598,131.0
2017-12-30,565,146.0
2017-12-31,462,122.0
2018-01-01,453,125.0
2018-01-02,654,160.0
2018-01-03,645,154.0
2018-01-04,464,60.0
2018-01-05,700,115.0
2018-01-06,599,128.0
2018-01-07,475,122.0
2018-01-08,720,173.0
2018-01-09,684,159.0
2018-01-10,687,174.0
2018-01-11,696,184.0
2018-01-12,704,172.0
2018-01-13,603,166.0
2018-01-14,494,126.0
2018-01-15,523,155.0
2018-01-16,617,143.0
2018-01-17,611,137.0
2018-01-18,634,154.0
2018-01-19,599,107.0
2018-01-20,530,141.0
2018-01-21,418,126.0
2018-01-22,559,164.0
2018-01-23,531,156.0
2018-01-24,615,152.0
2018-01-25,602,167.0
2018-01-26,677,191.0
2018-01-27,510,144.0
2018-01-28,412,103.0
2018-01-29,531,139.0
2018-01-30,579,119.0
2018-01-31,596,147.0
2018-02-01,594,129.0
2018-02-02,617,136.0
2018-02-03,478,122.0
2018-02-04,541,168.0
2018-02-05,706,169.0
2018-02-06,545,128.0
2018-02-07,653,179.0
2018-02-08,616,155.0
2018-02-09,583,145.0
2018-02-10,549,151.0
2018-02-11,479,154.0
2018-02-12,543,121.0
2018-02-13,613,146.0
2018-02-14,671,158.0
2018-02-15,645,148.0
2018-02-16,582,138.0
2018-02-17,604,142.0
2018-02-18,472,153.0
2018-02-19,435,105.0
2018-02-20,535,149.0
2018-02-21,601,162.0
2018-02-22,550,133.0
2018-02-23,548,141.0
2018-02-24,540,167.0
2018-02-25,448,140.0
2018-02-26,557,108.0
2018-02-27,631,141.0
2018-02-28,654,160.0
2018-03-01,619,147.0
2018-03-02,884,217.0
2018-03-03,609,154.0
2018-03-04,457,122.0
2018-03-05,616,121.0
2018-03-06,676,162.0
2018-03-07,517,140.0
2018-03-08,633,146.0
2018-03-09,751,163.0
2018-03-10,567,122.0
2018-03-11,465,143.0
2018-03-12,679,142.0
2018-03-13,578,147.0
2018-03-14,652,133.0
2018-03-15,689,211.0
2018-03-16,753,182.0
2018-03-17,562,129.0
2018-03-18,526,159.0
2018-03-19,686,147.0
2018-03-20,597,167.0
2018-03-21,477,118.0
2018-03-22,760,164.0
2018-03-23,732,156.0
2018-03-24,550,135.0
2018-03-25,491,148.0
2018-03-26,710,200.0
2018-03-27,627,136.0
2018-03-28,629,146.0
2018-03-29,613,163.0
2018-03-30,580,132.0
2018-03-31,589,199.0
2018-04-01,399,138.0
2018-04-02,562,133.0
2018-04-03,551,133.0
2018-04-04,554,118.0
2018-04-05,531,120.0
2018-04-06,515,189.0
2018-04-07,487,136.0
2018-04-08,468,95.0
2018-04-09,625,146.0
2018-04-10,668,187.0
2018-04-11,612,156.0
2018-04-12,610,148.0
2018-04-13,755,185.0
2018-04-14,624,213.0
2018-04-15,510,153.0
2018-04-16,741,172.0
2018-04-17,600,147.0
2018-04-18,662,128.0
2018-04-19,706,145.0
2018-04-20,707,185.0
2018-04-21,584,167.0
2018-04-22,568,174.0
2018-04-23,675,180.0
2018-04-24,671,165.0
2018-04-25,626,149.0
2018-04-26,729,193.0
2018-04-27,690,131.0
2018-04-28,604,157.0
2018-04-29,505,157.0
2018-04-30,656,176.0
2018-05-01,713,164.0
2018-05-02,792,177.0
2018-05-03,790,200.0
2018-05-04,723,193.0
2018-05-05,602,191.0
