,0
838,219.98006
839,222.61678
840,223.32259
841,218.74028
842,216.59581
843,218.21603
844,222.48048
845,227.36348
846,225.45401
847,233.97871
848,229.2512
849,234.15596
850,229.30304
851,227.93639
852,221.83134
853,221.97176
854,229.27054
855,221.27441
856,214.50986
857,217.76093
858,216.10115
859,207.67801
860,213.03928
861,222.29236
862,220.78795
863,217.02707
864,228.05118
865,226.17973
866,227.98973
867,224.37094
868,226.73132
869,229.35742
870,222.74034
871,225.43945
872,222.24803
873,218.66046
874,223.7864
875,231.21632
876,226.73666
877,220.76079
878,218.31729
879,217.17876
880,214.97737
881,217.2746
882,221.82193
883,214.02422
884,213.11502
885,215.35164
886,217.90396
887,219.49512
888,219.64546
889,232.40071
890,224.73828
891,220.66832
892,224.39658
893,220.74266
894,226.44005
895,227.2784
896,233.62904
897,229.38025
898,224.85855
899,225.54814
900,227.11635
901,223.77446
902,230.97568
903,238.11456
904,234.16435
905,231.78502
906,227.73929
907,233.18176
908,233.49696
909,235.97894
910,239.34486
911,232.60709
912,223.41895
913,226.54396
914,231.55309
915,224.33755
916,229.07472
917,232.26678
918,232.55704
919,225.60767
920,222.16293
921,230.03442
922,230.38986
923,227.22484
924,226.85838
925,219.92212
926,218.9057
