Actual_ACCIDENT_COUNT,LSTM_ACCIDENT_COUNT,GRU_ACCIDENT_COUNT
253.0,237.18736,243.57353
309.0,237.70848,247.45616
235.0,240.24886,255.72366
228.0,241.31679,251.6958
252.0,241.58777,250.48401
261.0,242.20226,252.79361
282.0,243.14954,254.89769
224.0,244.93652,258.8789
312.0,245.25731,254.46643
271.0,247.66798,263.79288
228.0,249.54646,263.3835
261.0,249.92049,259.4901
268.00003,250.55682,262.05927
247.99998,251.46413,263.80545
277.00003,251.89018,262.51663
276.0,253.049,265.77252
261.0,254.44576,267.30594
250.0,255.35991,266.84604
258.0,255.7553,265.7921
201.0,256.16452,266.36566
246.0,254.67099,259.52985
247.99998,253.87572,261.40482
242.0,253.3495,261.3173
230.0,252.79861,260.25406
279.0,251.91614,258.0647
287.0,252.43486,262.61707
241.0,253.83176,265.52487
200.0,254.14955,262.11563
269.0,252.73859,256.17548
230.0,252.73622,261.21063
252.0,252.02855,257.90518
236.0,251.85419,259.1939
223.0,251.31436,257.45776
264.0,250.28053,254.98584
252.0,250.3068,258.3484
254.0,250.43047,258.08975
232.0,250.7003,258.57547
224.0,250.31259,256.29578
244.0,249.40706,254.2798
241.0,248.9104,255.28644
289.0,248.49165,254.91284
230.0,249.62544,260.48944
230.0,249.66429,256.20908
293.0,249.24094,254.96448
226.0,250.51459,261.64496
236.99998,250.43967,256.6853
279.0,250.04337,256.4591
257.0,250.9068,261.00955
245.0,251.52505,260.5133
232.0,251.74078,259.5271
267.0,251.37375,257.66068
263.0,251.87428,260.85983
227.00002,252.50623,261.6759
206.00002,252.11227,258.1254
170.0,250.57893,253.99884
225.0,247.41928,246.87836
251.0,245.33548,248.68208
249.0,244.5234,250.92812
197.00002,244.30563,251.38258
210.0,242.73323,245.54846
247.0,241.14116,244.23917
196.00002,240.61594,247.05118
257.0,238.92142,241.74594
252.0,238.85709,246.51686
265.0,239.28511,247.63156
235.0,240.36952,250.37386
250.0,240.78549,248.72757
269.0,241.37653,250.44725
281.0,242.67162,253.74117
258.0,244.50412,257.324
255.0,245.90671,257.2373
283.0,247.02838,257.86206
250.0,248.80061,262.0492
275.00003,249.74615,260.55743
267.0,251.1464,263.7101
268.00003,252.37276,264.5063
277.00003,253.55045,265.66315
259.0,254.96957,267.7812
252.0,255.87721,267.07956
265.0,256.30002,266.39355
247.99998,256.95148,267.71646
265.0,257.03683,266.211
291.0,257.44272,267.6556
283.0,258.79944,271.38037
262.0,260.30588,272.53583
336.0,261.1435,271.33936
241.0,264.06198,280.4009
240.0,264.78622,273.5476
193.0,264.58847,271.54062
266.0,262.2769,264.17694
291.0,261.4721,268.58844
266.0,262.03113,272.23685
289.0,262.47775,271.0816
262.0,263.67816,273.98163
234.0,264.25397,272.3356
256.0,263.69867,268.6674
298.0,263.3282,269.42944
259.0,264.37054,274.3015
279.0,264.75845,271.89413
285.0,265.5268,273.9036
282.0,266.61896,275.6492
256.0,267.6875,276.5686
251.0,267.97797,274.3534
257.0,267.71924,272.97208
249.0,267.30994,272.73254
245.0,266.66785,271.22244
293.0,265.7631,269.66626
288.00003,266.26526,274.3153
252.0,267.25504,275.6739
239.0,267.34192,272.62045
265.0,266.63696,269.9912
220.0,266.35043,271.51172
311.0,264.79462,266.14627
303.0,265.71005,274.45886
261.0,267.38794,276.8671
252.0,268.13696,274.0843
281.0,268.119,272.49576
249.0,268.64792,275.19513
289.0,268.35068,272.3638
279.0,269.06332,276.13864
309.0,269.80176,276.51202
212.0,271.5073,280.9366
249.0,270.53604,271.6105
247.0,269.5528,272.23642
252.0,268.44067,271.00473
258.0,267.44925,270.4381
203.0,266.77344,270.35867
254.0,264.4677,263.19638
212.0,263.15497,265.47348
201.0,260.90146,260.10587
238.0,258.02554,255.6828
259.0,256.10416,256.72232
241.0,255.28127,258.50873
267.0,254.4922,256.8981
247.0,254.58795,259.42535
255.0,254.45631,258.2064
230.0,254.51582,259.00906
268.00003,253.83652,256.41522
266.0,254.09352,259.8488
261.0,254.6586,261.04532
241.0,255.20515,261.55075
239.0,255.12434,259.82974
238.0,254.67252,258.97388
231.0,253.98772,258.19724
222.0,253.00162,256.6546
226.0,251.63403,254.43582
194.0,250.1691,253.27946
253.0,247.80914,248.13574
274.0,246.96002,252.0213
238.0,247.48651,255.46025
245.0,247.42847,253.15532
234.0,247.41103,253.56537
255.0,247.07693,252.42484
244.0,247.24274,254.45842
249.0,247.29886,254.04762
264.0,247.50003,254.75116
276.0,248.19351,257.01755
231.0,249.44038,259.86108
220.0,249.54382,256.4159
268.00003,248.76633,254.0065
224.0,249.10277,258.24603
235.0,248.48622,254.53348
251.0,247.89267,254.3776
290.0,247.79146,255.74103
247.0,249.14867,260.96222
242.0,249.77681,258.6674
241.0,249.96585,257.9077
247.0,249.83461,257.44638
236.0,249.7633,257.81848
285.0,249.3924,256.51892
232.0,250.46219,261.77606
273.0,250.39912,257.8584
233.0,251.26768,261.64987
247.0,251.07692,258.45084
235.0,250.96162,259.01822
223.0,250.49945,257.49954
246.0,249.5008,255.15584
236.99998,248.9769,256.35992
235.0,248.41988,255.29662
235.0,247.76645,254.4248
229.0,247.12367,253.73463
259.0,246.27739,252.37904
225.0,246.44493,255.0708
285.0,245.87567,252.03316
239.0,246.97224,258.0685
239.0,247.27534,255.32771
236.99998,247.28352,254.85751
233.0,247.12344,254.31029
269.0,246.66348,253.41672
282.0,247.29411,257.14835
260.0,248.78537,260.48135
235.0,249.91315,260.1844
217.00002,250.08119,257.8948
291.0,249.25407,254.85074
299.00003,250.28934,261.96158
292.0,252.36914,266.02106
257.0,254.69518,268.34222
347.0,256.01898,266.53348
285.0,259.69543,277.64597
264.0,262.29007,276.07333
304.0,263.7547,274.807
245.0,265.9273,279.74942
241.0,266.3804,275.11905
282.0,265.95425,273.0684
265.0,266.40118,276.51434
251.0,266.6401,275.5471
236.99998,266.36313,273.57968
259.0,265.4462,270.73083
249.0,264.87787,271.50632
210.0,264.14102,269.93417
254.0,262.1706,264.09375
262.0,261.098,265.9945
257.0,260.6734,266.70447
268.00003,260.40387,266.2476
247.99998,260.62198,267.4118
230.0,260.4057,265.5637
182.0,259.43158,262.6248
213.0,256.58713,254.97095
244.0,254.01306,254.0221
289.0,252.53455,255.5166
242.0,252.98569,260.79214
234.0,252.90851,257.74564
252.0,252.40024,256.13684
273.0,252.25331,257.40787
308.00003,252.88637,260.35693
296.0,255.05025,266.343
236.99998,257.4661,268.7274
215.0,258.09036,264.2339
202.0,257.19104,260.2911
287.0,255.151,256.26044
298.0,255.25774,263.51923
259.0,256.7039,267.47726
236.99998,257.4875,265.57996
242.0,257.3768,262.99286
239.0,256.96606,262.41196
256.0,256.3101,261.33316
252.0,256.10086,262.5161
262.0,255.92853,262.27844
241.0,256.1425,263.4167
278.0,255.85155,261.4346
247.0,256.54623,265.121
245.0,256.64758,263.03177
293.0,256.42526,262.2576
243.0,257.62933,267.59708
210.0,257.73193,264.11893
288.00003,256.42606,259.14764
277.00003,256.96353,265.79602
223.0,257.8851,266.94028
241.0,257.30295,261.69525
232.0,256.6287,261.66568
218.00002,255.58195,259.81818
287.0,253.97902,256.76834
230.0,254.38812,263.02567
282.0,253.83597,258.58765
250.0,254.5407,263.38397
235.0,254.75009,261.59875
200.0,254.32004,259.55768
263.0,252.5089,254.21117
229.0,252.00865,258.64502
235.0,251.0713,255.66898
258.0,250.21469,255.08636
236.0,250.0866,257.1336
213.0,249.6714,255.26929
291.0,248.41396,251.75003
255.0,249.25067,259.13544
251.0,249.84769,257.9748
335.0,250.29285,257.95322
327.0,253.34213,268.48816
225.0,257.16437,273.3292
217.00002,258.07812,265.4986
232.0,257.4791,262.26257
257.0,256.496,261.75198
269.0,256.1092,263.56116
206.00002,256.3834,265.35358
192.0,254.94742,258.5893
193.0,252.41231,253.59734
181.0,249.43555,249.91
266.0,245.96219,244.98694
258.0,245.01024,251.23393
273.0,244.9236,252.06487
263.0,245.79492,254.87335
264.0,246.8689,255.66862
211.0,248.05502,257.0779
218.00002,247.53743,251.98761
283.0,246.48285,250.67372
251.0,247.19064,257.13354
282.0,247.65007,256.1062
279.0,249.1154,260.27075
310.00003,250.87292,262.38165
234.0,253.73743,268.22836
212.0,254.48622,262.87866
329.0,253.64314,258.82727
280.0,255.81767,270.62146
284.0,257.6276,269.944
269.0,259.46548,271.81863
265.0,260.7723,271.6286
285.0,261.6496,271.69583
185.00002,262.937,274.43753
215.0,261.1199,263.6656
217.00002,258.98926,262.1593
149.0,256.66165,259.74097
217.00002,252.1814,248.93636
210.0,249.04865,250.37363
239.0,246.24994,247.72656
211.0,244.75882,248.94798
234.0,243.04079,245.37148
231.0,241.96626,246.1656
185.00002,241.1612,245.61475
200.0,239.11896,239.71947
210.0,237.02647,238.2772
170.0,235.25313,237.57959
171.0,232.41415,231.63788
217.00002,229.15648,228.07607
177.0,227.32147,230.32715
209.0,224.81775,225.5379
217.00002,223.22858,226.68199
214.0,222.32794,227.37732
184.0,221.7333,227.30983
188.0,220.29199,223.85005
205.0,218.72057,222.54782
226.0,217.6128,223.27191
246.0,217.37703,225.67746
217.00002,218.22632,229.32945
273.0,218.67403,228.35419
217.00002,220.64082,235.45691
259.0,221.52327,232.90277
216.0,223.26274,238.03809
219.0,223.83472,235.82495
188.0,224.04688,236.00993
210.0,223.17278,232.3748
253.0,222.46617,233.00905
183.0,223.14243,237.73497
166.0,222.20102,231.64647
212.0,220.09528,227.07489
193.0,218.99286,229.25235
147.0,217.70506,226.91153
211.0,214.95964,219.99945
251.0,213.66446,223.3311
210.0,214.15878,228.38435
189.0,214.27162,226.29286
266.0,213.6141,223.68997
218.00002,215.05286,231.55498
233.0,215.8377,229.72821
203.0,216.91777,231.88495
229.0,217.08656,229.72815
238.0,217.5949,232.18025
189.0,218.55365,234.38496
225.0,218.10614,230.06856
198.0,218.21349,232.57713
187.0,217.62454,230.09717
232.0,216.5178,227.61923
262.0,216.58287,231.22305
209.0,217.95168,236.10005
187.0,218.36813,232.82104
191.0,217.6846,229.54059
196.00002,216.6297,228.12029
187.0,215.54344,227.24928
210.0,214.1553,225.08601
230.0,213.52298,226.19391
167.0,213.7806,228.57018
188.0,212.49638,222.32687
205.0,211.33464,221.89375
213.0,210.61656,222.70163
215.0,210.4157,223.60223
209.0,210.50558,224.28978
282.0,210.60652,224.14261
195.0,212.97432,233.0072
193.0,213.57294,227.6022
229.0,213.4372,226.2024
195.0,213.98697,229.47194
244.0,213.71686,226.79291
230.0,214.70587,231.59126
264.0,215.73528,232.18227
216.0,217.82225,237.3347
201.0,218.88371,234.8442
221.0,218.96426,232.8836
228.0,219.19304,234.24281
204.0,219.6658,235.42044
257.0,219.51538,233.22246
275.00003,220.75072,238.59486
228.0,223.0961,243.34457
225.0,224.43013,241.1562
207.00002,225.21346,240.92245
252.0,225.15422,238.79465
236.99998,226.03416,243.0593
249.0,226.89113,243.11292
259.0,228.05844,245.17038
208.0,229.71893,247.74878
174.0,229.92242,243.48515
222.0,228.44437,237.79013
245.0,227.67044,239.97017
186.00002,227.85349,242.54703
236.99998,226.73239,236.60591
242.0,226.70311,239.90979
232.0,227.20493,241.35284
191.0,227.70528,241.16907
190.0,226.95903,236.54002
250.0,225.54457,234.07753
229.0,225.70352,239.13274
206.00002,225.94128,238.51923
215.0,225.55168,236.025
175.00002,225.08566,235.91724
194.0,223.40341,230.67577
144.0,221.78346,229.91312
