CRASH DATE,CRASH_COUNT,is_weekend,month,is_holiday,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED
2014-02-21,545,0,2,0,120.0,0.0
2014-02-22,587,1,2,0,140.0,0.0
2014-02-23,414,1,2,0,141.0,2.0
2014-02-24,569,0,2,0,121.0,0.0
2014-02-25,513,0,2,0,93.0,0.0
2014-02-26,511,0,2,0,114.0,0.0
2014-02-27,571,0,2,0,128.0,0.0
2014-02-28,655,0,2,0,152.0,0.0
2014-03-01,497,1,3,0,144.0,1.0
2014-03-02,344,1,3,0,74.0,0.0
2014-03-03,440,0,3,0,93.0,0.0
2014-03-04,532,0,3,0,110.0,1.0
2014-03-05,491,0,3,0,116.0,1.0
2014-03-06,558,0,3,0,122.0,1.0
2014-03-07,533,0,3,0,108.0,1.0
2014-03-08,515,1,3,0,139.0,0.0
2014-03-09,404,1,3,0,112.0,1.0
2014-03-10,513,0,3,0,147.0,0.0
2014-03-11,510,0,3,0,120.0,0.0
2014-03-12,515,0,3,0,114.0,0.0
2014-03-13,545,0,3,0,110.0,0.0
2014-03-14,585,0,3,0,135.0,0.0
2014-03-15,519,1,3,0,120.0,1.0
2014-03-16,412,1,3,0,100.0,1.0
2014-03-17,519,0,3,0,127.0,0.0
2014-03-18,551,0,3,0,121.0,1.0
2014-03-19,525,0,3,0,128.0,1.0
2014-03-20,628,0,3,0,136.0,0.0
2014-03-21,589,0,3,0,165.0,2.0
2014-03-22,493,1,3,0,124.0,0.0
2014-03-23,427,1,3,0,126.0,1.0
2014-03-24,547,0,3,0,126.0,1.0
2014-03-25,474,0,3,0,115.0,1.0
2014-03-26,563,0,3,0,130.0,0.0
2014-03-27,538,0,3,0,133.0,2.0
2014-03-28,530,0,3,0,124.0,1.0
2014-03-29,569,1,3,0,181.0,0.0
2014-03-30,437,1,3,0,125.0,0.0
2014-03-31,559,0,3,0,132.0,0.0
2014-04-01,549,0,4,0,102.0,0.0
2014-04-02,519,0,4,0,130.0,2.0
2014-04-03,592,0,4,0,125.0,1.0
2014-04-04,622,0,4,0,130.0,5.0
2014-04-05,580,1,4,0,150.0,1.0
2014-04-06,484,1,4,0,132.0,0.0
2014-04-07,533,0,4,0,156.0,0.0
2014-04-08,606,0,4,0,130.0,1.0
2014-04-09,595,0,4,0,150.0,1.0
2014-04-10,645,0,4,0,150.0,1.0
2014-04-11,609,0,4,0,136.0,0.0
2014-04-12,578,1,4,0,180.0,0.0
2014-04-13,482,1,4,0,146.0,0.0
2014-04-14,514,0,4,0,164.0,1.0
2014-04-15,452,0,4,0,117.0,0.0
2014-04-16,570,0,4,0,149.0,1.0
2014-04-17,508,0,4,0,97.0,1.0
2014-04-18,496,0,4,0,97.0,0.0
2014-04-19,525,1,4,0,150.0,0.0
2014-04-20,393,1,4,0,108.0,0.0
2014-04-21,521,0,4,0,111.0,1.0
2014-04-22,459,0,4,0,119.0,0.0
2014-04-23,536,0,4,0,117.0,1.0
2014-04-24,586,0,4,0,138.0,0.0
2014-04-25,617,0,4,0,142.0,0.0
2014-04-26,549,1,4,0,128.0,2.0
2014-04-27,449,1,4,0,164.0,0.0
2014-04-28,597,0,4,0,147.0,1.0
2014-04-29,555,0,4,0,117.0,0.0
2014-04-30,651,0,4,0,166.0,2.0
2014-05-01,650,0,5,0,171.0,1.0
2014-05-02,698,0,5,0,162.0,0.0
2014-05-03,590,1,5,0,153.0,1.0
2014-05-04,451,1,5,0,139.0,1.0
2014-05-05,618,0,5,0,159.0,1.0
2014-05-06,565,0,5,0,148.0,1.0
2014-05-07,603,0,5,0,154.0,0.0
2014-05-08,596,0,5,0,131.0,1.0
2014-05-09,584,0,5,0,123.0,0.0
2014-05-10,550,1,5,0,153.0,1.0
2014-05-11,584,1,5,0,165.0,2.0
2014-05-12,581,0,5,0,150.0,1.0
2014-05-13,560,0,5,0,128.0,1.0
2014-05-14,638,0,5,0,173.0,1.0
2014-05-15,659,0,5,0,176.0,0.0
2014-05-16,700,0,5,0,159.0,1.0
2014-05-17,619,1,5,0,143.0,0.0
2014-05-18,507,1,5,0,143.0,0.0
2014-05-19,572,0,5,0,151.0,3.0
2014-05-20,650,0,5,0,179.0,0.0
2014-05-21,575,0,5,0,117.0,3.0
2014-05-22,593,0,5,0,127.0,1.0
2014-05-23,660,0,5,0,185.0,1.0
2014-05-24,486,1,5,0,148.0,1.0
2014-05-25,472,1,5,0,147.0,1.0
2014-05-26,433,0,5,0,130.0,1.0
2014-05-27,645,0,5,0,162.0,1.0
2014-05-28,538,0,5,0,82.0,0.0
2014-05-29,663,0,5,0,185.0,0.0
2014-05-30,650,0,5,0,164.0,0.0
2014-05-31,587,1,5,0,153.0,1.0
2014-06-01,604,1,6,0,187.0,0.0
2014-06-02,643,0,6,0,164.0,3.0
2014-06-03,663,0,6,0,131.0,0.0
2014-06-04,582,0,6,0,136.0,1.0
2014-06-05,569,0,6,0,132.0,2.0
2014-06-06,743,0,6,0,196.0,1.0
2014-06-07,623,1,6,0,192.0,1.0
2014-06-08,516,1,6,0,204.0,0.0
2014-06-09,528,0,6,0,140.0,1.0
2014-06-10,569,0,6,0,124.0,2.0
2014-06-11,576,0,6,0,143.0,0.0
2014-06-12,563,0,6,0,158.0,0.0
2014-06-13,708,0,6,0,190.0,3.0
2014-06-14,613,1,6,0,135.0,0.0
2014-06-15,475,1,6,0,180.0,1.0
2014-06-16,622,0,6,0,179.0,0.0
2014-06-17,666,0,6,0,190.0,0.0
2014-06-18,663,0,6,0,150.0,0.0
2014-06-19,675,0,6,0,164.0,0.0
2014-06-20,765,0,6,0,211.0,2.0
2014-06-21,557,1,6,0,174.0,1.0
2014-06-22,477,1,6,0,144.0,0.0
2014-06-23,644,0,6,0,156.0,0.0
2014-06-24,632,0,6,0,150.0,0.0
2014-06-25,646,0,6,0,175.0,2.0
2014-06-26,670,0,6,0,195.0,0.0
2014-06-27,660,0,6,0,158.0,0.0
2014-06-28,611,1,6,0,197.0,1.0
2014-06-29,538,1,6,0,168.0,1.0
2014-06-30,610,0,6,0,164.0,0.0
2014-07-01,616,0,7,0,149.0,0.0
2014-07-02,658,0,7,0,155.0,3.0
2014-07-03,740,0,7,0,203.0,1.0
2014-07-04,360,0,7,0,118.0,1.0
2014-07-05,505,1,7,0,219.0,1.0
2014-07-06,451,1,7,0,148.0,1.0
2014-07-07,614,0,7,0,169.0,0.0
2014-07-08,594,0,7,0,140.0,0.0
2014-07-09,569,0,7,0,112.0,2.0
2014-07-10,584,0,7,0,136.0,1.0
2014-07-11,642,0,7,0,178.0,0.0
2014-07-12,550,1,7,0,137.0,0.0
2014-07-13,439,1,7,0,147.0,1.0
2014-07-14,567,0,7,0,145.0,3.0
2014-07-15,587,0,7,0,138.0,0.0
2014-07-16,551,0,7,0,137.0,0.0
2014-07-17,587,0,7,0,124.0,0.0
2014-07-18,625,0,7,0,156.0,2.0
2014-07-19,480,1,7,0,154.0,0.0
2014-07-20,451,1,7,0,125.0,2.0
2014-07-21,557,0,7,0,130.0,0.0
2014-07-22,587,0,7,0,154.0,0.0
2014-07-23,591,0,7,0,130.0,1.0
2014-07-24,539,0,7,0,148.0,2.0
2014-07-25,653,0,7,0,178.0,2.0
2014-07-26,534,1,7,0,148.0,0.0
2014-07-27,476,1,7,0,167.0,3.0
2014-07-28,595,0,7,0,151.0,1.0
2014-07-29,526,0,7,0,124.0,1.0
2014-07-30,605,0,7,0,147.0,0.0
2014-07-31,626,0,7,0,138.0,1.0
2014-08-01,667,0,8,0,168.0,3.0
2014-08-02,540,1,8,0,146.0,2.0
2014-08-03,476,1,8,0,122.0,0.0
2014-08-04,589,0,8,0,176.0,0.0
2014-08-05,606,0,8,0,174.0,1.0
2014-08-06,562,0,8,0,120.0,1.0
2014-08-07,585,0,8,0,156.0,0.0
2014-08-08,601,0,8,0,162.0,0.0
2014-08-09,538,1,8,0,152.0,0.0
2014-08-10,512,1,8,0,166.0,0.0
2014-08-11,604,0,8,0,144.0,0.0
2014-08-12,491,0,8,0,126.0,1.0
2014-08-13,572,0,8,0,156.0,1.0
2014-08-14,625,0,8,0,162.0,0.0
2014-08-15,522,0,8,0,99.0,1.0
2014-08-16,491,1,8,0,143.0,0.0
2014-08-17,476,1,8,0,154.0,1.0
2014-08-18,595,0,8,0,128.0,2.0
2014-08-19,516,0,8,0,134.0,0.0
2014-08-20,551,0,8,0,123.0,0.0
2014-08-21,567,0,8,0,147.0,0.0
2014-08-22,568,0,8,0,157.0,0.0
2014-08-23,454,1,8,0,132.0,0.0
2014-08-24,437,1,8,0,134.0,1.0
2014-08-25,549,0,8,0,129.0,0.0
2014-08-26,608,0,8,0,158.0,0.0
2014-08-27,538,0,8,0,133.0,1.0
2014-08-28,618,0,8,0,149.0,3.0
2014-08-29,631,0,8,0,155.0,2.0
2014-08-30,510,1,8,0,125.0,2.0
2014-08-31,495,1,8,0,148.0,0.0
2014-09-01,392,0,9,0,121.0,1.0
2014-09-02,700,0,9,0,144.0,0.0
2014-09-03,580,0,9,0,148.0,1.0
2014-09-04,727,0,9,0,152.0,2.0
2014-09-05,647,0,9,0,134.0,1.0
2014-09-06,553,1,9,0,138.0,0.0
2014-09-07,477,1,9,0,147.0,3.0
2014-09-08,598,0,9,0,135.0,0.0
2014-09-09,592,0,9,0,135.0,0.0
2014-09-10,618,0,9,0,157.0,1.0
2014-09-11,619,0,9,0,131.0,0.0
2014-09-12,730,0,9,0,214.0,4.0
2014-09-13,558,1,9,0,165.0,0.0
2014-09-14,528,1,9,0,155.0,0.0
2014-09-15,610,0,9,0,144.0,0.0
2014-09-16,613,0,9,0,153.0,1.0
2014-09-17,658,0,9,0,158.0,1.0
2014-09-18,650,0,9,0,177.0,3.0
2014-09-19,648,0,9,0,143.0,0.0
2014-09-20,594,1,9,0,159.0,0.0
2014-09-21,515,1,9,0,166.0,1.0
2014-09-22,662,0,9,0,176.0,1.0
2014-09-23,592,0,9,0,135.0,2.0
2014-09-24,566,0,9,0,106.0,0.0
2014-09-25,491,0,9,0,108.0,2.0
2014-09-26,643,0,9,0,175.0,0.0
2014-09-27,600,1,9,0,175.0,0.0
2014-09-28,512,1,9,0,144.0,3.0
2014-09-29,566,0,9,0,123.0,0.0
2014-09-30,589,0,9,0,147.0,1.0
2014-10-01,559,0,10,0,133.0,1.0
2014-10-02,558,0,10,0,115.0,0.0
2014-10-03,719,0,10,0,230.0,1.0
2014-10-04,531,1,10,0,157.0,0.0
2014-10-05,505,1,10,0,150.0,0.0
2014-10-06,639,0,10,0,152.0,1.0
2014-10-07,620,0,10,0,184.0,1.0
2014-10-08,639,0,10,0,150.0,1.0
2014-10-09,499,0,10,0,121.0,0.0
2014-10-10,541,0,10,0,130.0,1.0
2014-10-11,546,1,10,0,181.0,0.0
2014-10-12,473,1,10,0,161.0,1.0
2014-10-13,451,0,10,0,138.0,0.0
2014-10-14,697,0,10,0,179.0,1.0
2014-10-15,575,0,10,0,143.0,0.0
2014-10-16,602,0,10,0,175.0,0.0
2014-10-17,648,0,10,0,162.0,3.0
2014-10-18,494,1,10,0,167.0,0.0
2014-10-19,483,1,10,0,160.0,0.0
2014-10-20,591,0,10,0,136.0,1.0
2014-10-21,607,0,10,0,132.0,0.0
2014-10-22,708,0,10,0,191.0,0.0
2014-10-23,639,0,10,0,151.0,1.0
2014-10-24,669,0,10,0,156.0,1.0
2014-10-25,515,1,10,0,139.0,0.0
2014-10-26,515,1,10,0,134.0,2.0
2014-10-27,642,0,10,0,184.0,0.0
2014-10-28,571,0,10,0,114.0,0.0
2014-10-29,556,0,10,0,144.0,2.0
2014-10-30,626,0,10,0,116.0,2.0
2014-10-31,668,0,10,0,142.0,0.0
2014-11-01,656,1,11,0,202.0,1.0
2014-11-02,532,1,11,0,136.0,0.0
2014-11-03,625,0,11,0,157.0,3.0
2014-11-04,538,0,11,0,127.0,2.0
2014-11-05,554,0,11,0,150.0,1.0
2014-11-06,652,0,11,0,153.0,1.0
2014-11-07,641,0,11,0,171.0,0.0
2014-11-08,543,1,11,0,132.0,2.0
2014-11-09,419,1,11,0,101.0,1.0
2014-11-10,560,0,11,0,136.0,0.0
2014-11-11,493,0,11,0,123.0,0.0
2014-11-12,547,0,11,0,161.0,1.0
2014-11-13,696,0,11,0,159.0,3.0
2014-11-14,654,0,11,0,165.0,0.0
2014-11-15,529,1,11,0,142.0,1.0
2014-11-16,429,1,11,0,114.0,0.0
2014-11-17,666,0,11,0,167.0,1.0
2014-11-18,712,0,11,0,149.0,0.0
2014-11-19,633,0,11,0,141.0,1.0
2014-11-20,635,0,11,0,113.0,2.0
2014-11-21,677,0,11,0,162.0,0.0
2014-11-22,513,1,11,0,172.0,0.0
2014-11-23,425,1,11,0,129.0,0.0
2014-11-24,722,0,11,0,155.0,3.0
2014-11-25,599,0,11,0,125.0,1.0
2014-11-26,742,0,11,0,185.0,0.0
2014-11-27,378,0,11,0,127.0,0.0
2014-11-28,444,0,11,0,117.0,0.0
2014-11-29,394,1,11,0,93.0,1.0
2014-11-30,377,1,11,0,81.0,1.0
2014-12-01,644,0,12,0,144.0,0.0
2014-12-02,611,0,12,0,135.0,1.0
2014-12-03,570,0,12,0,128.0,1.0
2014-12-04,606,0,12,0,161.0,0.0
2014-12-05,673,0,12,0,184.0,1.0
2014-12-06,628,1,12,0,165.0,0.0
2014-12-07,493,1,12,0,136.0,1.0
2014-12-08,579,0,12,0,114.0,0.0
2014-12-09,645,0,12,0,154.0,1.0
2014-12-10,649,0,12,0,165.0,0.0
2014-12-11,669,0,12,0,151.0,0.0
2014-12-12,688,0,12,0,148.0,0.0
2014-12-13,594,1,12,0,138.0,1.0
2014-12-14,439,1,12,0,130.0,1.0
2014-12-15,720,0,12,0,166.0,0.0
2014-12-16,646,0,12,0,171.0,1.0
2014-12-17,555,0,12,0,139.0,1.0
2014-12-18,621,0,12,0,121.0,0.0
2014-12-19,652,0,12,0,157.0,0.0
2014-12-20,505,1,12,0,113.0,0.0
2014-12-21,409,1,12,0,87.0,0.0
2014-12-22,566,0,12,0,110.0,1.0
2014-12-23,732,0,12,0,172.0,1.0
2014-12-24,519,0,12,0,139.0,0.0
2014-12-25,304,0,12,0,92.0,0.0
2014-12-26,446,0,12,0,86.0,0.0
2014-12-27,406,1,12,0,126.0,0.0
2014-12-28,349,1,12,0,113.0,0.0
2014-12-29,411,0,12,0,104.0,1.0
2014-12-30,469,0,12,0,86.0,0.0
2014-12-31,461,0,12,0,95.0,1.0
2015-01-01,395,0,1,0,130.0,1.0
2015-01-02,442,0,1,0,93.0,0.0
2015-01-03,456,1,1,0,137.0,1.0
2015-01-04,381,1,1,0,109.0,1.0
2015-01-05,498,0,1,0,144.0,2.0
2015-01-06,777,0,1,0,142.0,0.0
2015-01-07,538,0,1,0,151.0,0.0
2015-01-08,573,0,1,0,117.0,0.0
2015-01-09,751,0,1,0,153.0,2.0
2015-01-10,481,1,1,0,112.0,0.0
2015-01-11,341,1,1,0,66.0,0.0
2015-01-12,580,0,1,0,157.0,0.0
2015-01-13,613,0,1,0,142.0,1.0
2015-01-14,506,0,1,0,115.0,1.0
2015-01-15,548,0,1,0,123.0,0.0
2015-01-16,563,0,1,0,114.0,1.0
2015-01-17,495,1,1,0,110.0,1.0
2015-01-18,961,1,1,0,228.0,0.0
2015-01-19,496,0,1,0,102.0,1.0
2015-01-20,500,0,1,0,92.0,0.0
2015-01-21,495,0,1,0,80.0,0.0
2015-01-22,508,0,1,0,98.0,0.0
2015-01-23,598,0,1,0,117.0,2.0
2015-01-24,428,1,1,0,66.0,0.0
2015-01-25,406,1,1,0,107.0,0.0
2015-01-26,484,0,1,0,80.0,0.0
2015-01-27,188,0,1,0,21.0,0.0
2015-01-28,458,0,1,0,89.0,0.0
2015-01-29,519,0,1,0,90.0,1.0
2015-01-30,622,0,1,0,101.0,0.0
2015-01-31,526,1,1,0,99.0,1.0
2015-02-01,361,1,2,0,65.0,0.0
2015-02-02,680,0,2,0,122.0,0.0
2015-02-03,740,0,2,0,140.0,1.0
2015-02-04,585,0,2,0,123.0,1.0
2015-02-05,569,0,2,0,98.0,0.0
2015-02-06,652,0,2,0,98.0,0.0
2015-02-07,449,1,2,0,116.0,0.0
2015-02-08,394,1,2,0,85.0,0.0
2015-02-09,547,0,2,0,111.0,2.0
2015-02-10,571,0,2,0,114.0,0.0
2015-02-11,610,0,2,0,131.0,1.0
2015-02-12,526,0,2,0,110.0,0.0
2015-02-13,757,0,2,0,147.0,0.0
2015-02-14,436,1,2,0,69.0,0.0
2015-02-15,454,1,2,0,87.0,0.0
2015-02-16,403,0,2,0,74.0,0.0
2015-02-17,620,0,2,0,109.0,1.0
2015-02-18,626,0,2,0,123.0,1.0
2015-02-19,515,0,2,0,78.0,1.0
2015-02-20,621,0,2,0,114.0,3.0
2015-02-21,517,1,2,0,93.0,0.0
2015-02-22,519,1,2,0,117.0,1.0
2015-02-23,574,0,2,0,93.0,1.0
2015-02-24,580,0,2,0,107.0,0.0
2015-02-25,628,0,2,0,138.0,0.0
2015-02-26,539,0,2,0,92.0,1.0
2015-02-27,703,0,2,0,120.0,2.0
2015-02-28,538,1,2,0,131.0,0.0
2015-03-01,693,1,3,0,134.0,1.0
2015-03-02,650,0,3,0,125.0,1.0
2015-03-03,631,0,3,0,95.0,0.0
2015-03-04,574,0,3,0,78.0,0.0
2015-03-05,830,0,3,0,91.0,0.0
2015-03-06,939,0,3,0,142.0,0.0
2015-03-07,578,1,3,0,106.0,1.0
2015-03-08,464,1,3,0,115.0,0.0
2015-03-09,661,0,3,0,155.0,1.0
2015-03-10,584,0,3,0,144.0,0.0
2015-03-11,565,0,3,0,132.0,0.0
2015-03-12,586,0,3,0,112.0,0.0
2015-03-13,609,0,3,0,158.0,0.0
2015-03-14,507,1,3,0,137.0,0.0
2015-03-15,459,1,3,0,94.0,0.0
2015-03-16,529,0,3,0,99.0,1.0
2015-03-17,528,0,3,0,106.0,1.0
2015-03-18,547,0,3,0,113.0,1.0
2015-03-19,582,0,3,0,110.0,0.0
2015-03-20,570,0,3,0,154.0,4.0
2015-03-21,508,1,3,0,119.0,0.0
2015-03-22,432,1,3,0,125.0,0.0
2015-03-23,586,0,3,0,100.0,0.0
2015-03-24,601,0,3,0,120.0,1.0
2015-03-25,538,0,3,0,154.0,1.0
2015-03-26,525,0,3,0,132.0,0.0
2015-03-27,532,0,3,0,84.0,0.0
2015-03-28,459,1,3,0,90.0,0.0
2015-03-29,505,1,3,0,102.0,0.0
2015-03-30,556,0,3,0,138.0,0.0
2015-03-31,628,0,3,0,117.0,0.0
2015-04-01,648,0,4,0,140.0,3.0
2015-04-02,653,0,4,0,130.0,2.0
2015-04-03,491,0,4,0,109.0,0.0
2015-04-04,507,1,4,0,135.0,0.0
2015-04-05,422,1,4,0,128.0,3.0
2015-04-06,510,0,4,0,110.0,0.0
2015-04-07,452,0,4,0,105.0,0.0
2015-04-08,457,0,4,0,82.0,0.0
2015-04-09,452,0,4,0,87.0,1.0
2015-04-10,486,0,4,0,128.0,0.0
2015-04-11,576,1,4,0,130.0,0.0
2015-04-12,443,1,4,0,129.0,1.0
2015-04-13,554,0,4,0,126.0,0.0
2015-04-14,542,0,4,0,115.0,0.0
2015-04-15,595,0,4,0,148.0,0.0
2015-04-16,560,0,4,0,113.0,1.0
2015-04-17,679,0,4,0,181.0,0.0
2015-04-18,605,1,4,0,182.0,2.0
2015-04-19,471,1,4,0,139.0,0.0
2015-04-20,630,0,4,0,138.0,1.0
2015-04-21,645,0,4,0,142.0,1.0
2015-04-22,568,0,4,0,113.0,0.0
2015-04-23,612,0,4,0,120.0,0.0
2015-04-24,676,0,4,0,150.0,0.0
2015-04-25,592,1,4,0,156.0,1.0
2015-04-26,477,1,4,0,141.0,2.0
2015-04-27,558,0,4,0,118.0,0.0
2015-04-28,613,0,4,0,123.0,2.0
2015-04-29,679,0,4,0,175.0,0.0
2015-04-30,640,0,4,0,131.0,1.0
2015-05-01,642,0,5,0,148.0,1.0
2015-05-02,540,1,5,0,132.0,0.0
2015-05-03,555,1,5,0,153.0,1.0
2015-05-04,641,0,5,0,156.0,1.0
2015-05-05,638,0,5,0,138.0,0.0
2015-05-06,568,0,5,0,102.0,1.0
2015-05-07,684,0,5,0,151.0,0.0
2015-05-08,709,0,5,0,172.0,1.0
2015-05-09,560,1,5,0,124.0,1.0
2015-05-10,549,1,5,0,193.0,2.0
2015-05-11,645,0,5,0,173.0,1.0
2015-05-12,684,0,5,0,176.0,1.0
2015-05-13,655,0,5,0,157.0,1.0
2015-05-14,654,0,5,0,172.0,1.0
2015-05-15,723,0,5,0,161.0,1.0
2015-05-16,650,1,5,0,180.0,1.0
2015-05-17,543,1,5,0,199.0,1.0
2015-05-18,566,0,5,0,115.0,0.0
2015-05-19,606,0,5,0,139.0,1.0
2015-05-20,666,0,5,0,151.0,1.0
2015-05-21,615,0,5,0,131.0,1.0
2015-05-22,727,0,5,0,170.0,1.0
2015-05-23,546,1,5,0,137.0,0.0
2015-05-24,432,1,5,0,126.0,1.0
2015-05-25,420,0,5,0,121.0,3.0
2015-05-26,686,0,5,0,144.0,3.0
2015-05-27,697,0,5,0,159.0,1.0
2015-05-28,682,0,5,0,171.0,0.0
2015-05-29,813,0,5,0,217.0,0.0
2015-05-30,622,1,5,0,182.0,1.0
2015-05-31,555,1,5,0,176.0,1.0
2015-06-01,691,0,6,0,147.0,0.0
2015-06-02,642,0,6,0,158.0,1.0
2015-06-03,658,0,6,0,175.0,2.0
2015-06-04,552,0,6,0,134.0,2.0
2015-06-05,692,0,6,0,150.0,0.0
2015-06-06,598,1,6,0,177.0,0.0
2015-06-07,559,1,6,0,164.0,0.0
2015-06-08,634,0,6,0,163.0,1.0
2015-06-09,652,0,6,0,142.0,0.0
2015-06-10,667,0,6,0,191.0,0.0
2015-06-11,666,0,6,0,137.0,0.0
2015-06-12,451,0,6,0,115.0,0.0
2015-06-13,395,1,6,0,123.0,0.0
2015-06-14,578,1,6,0,158.0,2.0
2015-06-15,506,0,6,0,98.0,1.0
2015-06-16,593,0,6,0,145.0,0.0
2015-06-17,706,0,6,0,174.0,0.0
2015-06-18,615,0,6,0,163.0,1.0
2015-06-19,732,0,6,0,141.0,0.0
2015-06-20,505,1,6,0,160.0,1.0
2015-06-21,620,1,6,0,192.0,0.0
2015-06-22,774,0,6,0,188.0,1.0
2015-06-23,703,0,6,0,168.0,1.0
2015-06-24,778,0,6,0,157.0,1.0
2015-06-25,670,0,6,0,148.0,0.0
2015-06-26,774,0,6,0,191.0,0.0
2015-06-27,595,1,6,0,153.0,2.0
2015-06-28,535,1,6,0,155.0,2.0
2015-06-29,662,0,6,0,143.0,2.0
2015-06-30,622,0,6,0,148.0,0.0
2015-07-01,683,0,7,0,178.0,4.0
2015-07-02,603,0,7,0,131.0,1.0
2015-07-03,549,0,7,0,145.0,0.0
2015-07-04,389,1,7,0,129.0,1.0
2015-07-05,467,1,7,0,127.0,0.0
2015-07-06,598,0,7,0,133.0,2.0
2015-07-07,646,0,7,0,175.0,0.0
2015-07-08,620,0,7,0,125.0,1.0
2015-07-09,567,0,7,0,150.0,1.0
2015-07-10,709,0,7,0,188.0,0.0
2015-07-11,597,1,7,0,152.0,0.0
2015-07-12,521,1,7,0,149.0,1.0
2015-07-13,668,0,7,0,182.0,1.0
2015-07-14,657,0,7,0,139.0,0.0
2015-07-15,611,0,7,0,150.0,0.0
2015-07-16,686,0,7,0,169.0,0.0
2015-07-17,659,0,7,0,149.0,1.0
2015-07-18,561,1,7,0,139.0,1.0
2015-07-19,545,1,7,0,155.0,1.0
2015-07-20,727,0,7,0,175.0,0.0
2015-07-21,606,0,7,0,131.0,0.0
2015-07-22,618,0,7,0,149.0,1.0
2015-07-23,623,0,7,0,167.0,0.0
2015-07-24,490,0,7,0,115.0,1.0
2015-07-25,451,1,7,0,122.0,0.0
2015-07-26,551,1,7,0,191.0,1.0
2015-07-27,626,0,7,0,146.0,0.0
2015-07-28,643,0,7,0,153.0,1.0
2015-07-29,629,0,7,0,167.0,1.0
2015-07-30,717,0,7,0,159.0,0.0
2015-07-31,753,0,7,0,189.0,0.0
2015-08-01,668,1,8,0,169.0,1.0
2015-08-02,550,1,8,0,155.0,1.0
2015-08-03,705,0,8,0,181.0,0.0
2015-08-04,666,0,8,0,151.0,0.0
2015-08-05,619,0,8,0,170.0,3.0
2015-08-06,630,0,8,0,158.0,0.0
2015-08-07,726,0,8,0,185.0,1.0
2015-08-08,545,1,8,0,129.0,1.0
2015-08-09,489,1,8,0,160.0,1.0
2015-08-10,611,0,8,0,154.0,1.0
2015-08-11,601,0,8,0,153.0,0.0
2015-08-12,643,0,8,0,124.0,1.0
2015-08-13,714,0,8,0,197.0,0.0
2015-08-14,729,0,8,0,173.0,0.0
2015-08-15,582,1,8,0,133.0,0.0
2015-08-16,552,1,8,0,161.0,1.0
2015-08-17,592,0,8,0,168.0,1.0
2015-08-18,623,0,8,0,148.0,0.0
2015-08-19,594,0,8,0,128.0,2.0
2015-08-20,600,0,8,0,153.0,3.0
2015-08-21,753,0,8,0,174.0,0.0
2015-08-22,581,1,8,0,150.0,0.0
2015-08-23,492,1,8,0,146.0,0.0
2015-08-24,575,0,8,0,120.0,0.0
2015-08-25,595,0,8,0,137.0,1.0
2015-08-26,606,0,8,0,136.0,1.0
2015-08-27,614,0,8,0,154.0,0.0
2015-08-28,609,0,8,0,152.0,0.0
2015-08-29,539,1,8,0,150.0,2.0
2015-08-30,563,1,8,0,169.0,1.0
2015-08-31,614,0,8,0,162.0,0.0
2015-09-01,626,0,9,0,140.0,0.0
2015-09-02,654,0,9,0,163.0,0.0
2015-09-03,665,0,9,0,131.0,0.0
2015-09-04,643,0,9,0,150.0,1.0
2015-09-05,541,1,9,0,150.0,0.0
2015-09-06,504,1,9,0,160.0,1.0
2015-09-07,485,0,9,0,154.0,1.0
2015-09-08,795,0,9,0,178.0,0.0
2015-09-09,740,0,9,0,155.0,1.0
2015-09-10,716,0,9,0,168.0,0.0
2015-09-11,765,0,9,0,166.0,1.0
2015-09-12,554,1,9,0,132.0,2.0
2015-09-13,478,1,9,0,127.0,0.0
2015-09-14,579,0,9,0,151.0,2.0
2015-09-15,579,0,9,0,142.0,0.0
2015-09-16,748,0,9,0,163.0,0.0
2015-09-17,744,0,9,0,163.0,0.0
2015-09-18,760,0,9,0,165.0,1.0
2015-09-19,655,1,9,0,192.0,0.0
2015-09-20,556,1,9,0,153.0,0.0
2015-09-21,624,0,9,0,150.0,1.0
2015-09-22,571,0,9,0,124.0,0.0
2015-09-23,501,0,9,0,120.0,1.0
2015-09-24,619,0,9,0,176.0,1.0
2015-09-25,585,0,9,0,142.0,0.0
2015-09-26,557,1,9,0,155.0,0.0
2015-09-27,493,1,9,0,138.0,1.0
2015-09-28,586,0,9,0,129.0,0.0
2015-09-29,557,0,9,0,152.0,0.0
2015-09-30,634,0,9,0,129.0,0.0
2015-10-01,683,0,10,0,170.0,1.0
2015-10-02,798,0,10,0,174.0,0.0
2015-10-03,556,1,10,0,142.0,0.0
2015-10-04,536,1,10,0,160.0,1.0
2015-10-05,597,0,10,0,140.0,3.0
2015-10-06,631,0,10,0,142.0,2.0
2015-10-07,668,0,10,0,152.0,0.0
2015-10-08,666,0,10,0,141.0,1.0
2015-10-09,764,0,10,0,159.0,0.0
2015-10-10,649,1,10,0,172.0,0.0
2015-10-11,559,1,10,0,154.0,0.0
2015-10-12,505,0,10,0,138.0,1.0
2015-10-13,724,0,10,0,182.0,3.0
2015-10-14,658,0,10,0,172.0,4.0
2015-10-15,683,0,10,0,155.0,0.0
2015-10-16,676,0,10,0,151.0,0.0
2015-10-17,565,1,10,0,146.0,1.0
2015-10-18,551,1,10,0,148.0,0.0
