Actual_ACCIDENT_COUNT,Predicted_ACCIDENT_COUNT
307.0,276.2619
270.0,280.41092
225.0,281.76224
195.0,278.2632
282.0,266.9944
281.0,259.05798
274.0,259.08752
311.0,263.06308
282.0,270.42435
285.0,277.39627
292.0,280.30917
273.0,280.12015
252.0,277.36163
315.0,272.1762
340.0,271.03455
285.0,277.81854
263.0,283.70807
283.0,284.88245
262.0,283.58405
292.0,279.78903
299.00003,275.71924
280.0,275.75766
355.0,277.60358
247.99998,284.20718
283.0,286.3296
274.0,285.1636
257.0,282.55246
232.0,276.93335
296.0,269.46088
239.0,266.671
238.0,266.57382
278.0,264.80786
238.0,264.6087
267.0,263.80103
242.0,262.13754
217.00002,260.07837
297.00003,255.47545
233.0,253.89896
306.00003,254.56262
266.0,257.127
273.0,261.5571
281.0,263.87222
327.0,265.0943
282.0,268.77942
276.0,272.57953
316.0,273.27887
360.0,275.04895
295.0,282.15787
197.00002,286.10544
222.0,282.81403
211.0,271.23074
209.0,258.37717
265.0,248.47209
229.0,245.78113
239.0,248.02007
271.0,250.06346
330.00003,252.91537
261.0,259.36383
260.0,264.786
271.0,264.25146
260.0,261.6592
222.0,258.82056
269.0,254.53069
276.0,251.89091
273.0,253.67711
216.0,257.75226
295.0,258.41458
313.0,258.1238
264.0,262.26956
279.0,265.52414
309.0,266.50522
239.0,268.97873
239.0,268.87057
297.00003,264.34473
271.0,262.67184
283.0,264.25003
284.0,266.68066
323.0,269.98798
218.00002,275.39456
216.0,275.46155
155.0,267.56873
188.0,254.33734
234.0,240.92479
272.0,234.93663
263.0,237.13914
228.0,244.56705
186.00002,250.10909
247.0,248.36687
257.0,242.85077
239.0,239.93036
220.0,238.57921
252.0,237.52351
234.0,237.81433
182.0,239.18677
236.99998,237.4605
279.0,233.91867
231.0,234.43684
290.0,237.21042
299.00003,240.32188
256.0,247.07422
219.0,252.18307
198.0,251.54848
276.0,245.56499
255.0,241.27132
226.0,241.98276
252.0,243.46358
210.0,245.38829
233.0,246.33534
244.0,244.59494
225.0,242.9734
260.0,241.56444
252.0,241.1379
267.0,242.79832
243.0,245.58876
251.0,247.79257
257.0,248.36134
205.0,248.72737
245.0,247.1155
221.0,244.04637
255.0,242.30753
242.0,242.03969
242.0,243.76244
258.0,245.21577
253.0,247.03043
247.99998,248.81743
245.0,249.57384
290.0,249.1561
196.00002,250.74567
188.0,251.06021
247.99998,246.02109
182.0,242.16055
291.0,239.69643
244.0,239.58044
282.0,244.11983
252.0,249.31517
213.0,253.96242
174.0,253.66255
231.0,247.32841
213.0,240.45538
236.0,236.54659
219.0,235.61041
212.0,236.74205
236.99998,237.4966
238.0,238.06657
274.0,239.00345
204.0,240.83728
253.0,241.5372
309.0,240.13246
235.0,243.17963
228.0,247.39203
252.0,247.68088
261.0,246.8724
282.0,247.219
224.0,249.44499
312.0,250.8318
271.0,253.28241
228.0,258.27475
261.0,259.081
268.00003,257.76355
247.99998,257.48752
277.00003,257.17148
276.0,257.9331
261.0,260.54434
250.0,263.15704
258.0,263.53915
201.0,262.42194
246.0,258.24466
247.99998,253.58286
242.0,251.70753
230.0,251.68454
279.0,251.8066
287.0,253.58592
241.0,258.0087
200.0,260.68402
269.0,257.48938
230.0,253.41855
252.0,251.21959
236.0,249.76349
223.0,250.077
264.0,249.63972
252.0,250.11613
254.0,251.84772
232.0,253.10356
224.0,252.95537
244.0,250.60406
241.0,248.24265
289.0,247.27036
230.0,249.52963
230.0,252.28249
293.0,251.91039
226.0,253.0366
236.99998,253.81432
279.0,252.13786
257.0,252.02881
245.0,253.92497
232.0,254.82405
267.0,253.94678
263.0,253.17511
227.00002,254.22246
206.00002,253.84045
170.0,250.40108
225.0,243.51344
251.0,237.13043
249.0,236.0197
197.00002,238.7009
210.0,240.51585
247.0,238.7382
196.00002,237.43388
257.0,235.94925
252.0,234.24113
265.0,235.91544
235.0,239.2841
250.0,242.38205
269.0,243.77306
281.0,245.17317
258.0,248.19696
255.0,250.91307
283.0,251.9958
250.0,253.75024
275.00003,255.4436
267.0,256.54504
268.00003,258.4408
277.00003,260.065
259.0,261.88733
252.0,263.0376
265.0,262.56567
247.99998,261.59225
265.0,260.7166
291.0,260.2212
283.0,262.29282
262.0,266.06158
336.0,268.61877
241.0,272.9462
240.0,274.74103
193.0,270.41434
266.0,262.155
291.0,255.9086
266.0,256.4696
289.0,260.71634
262.0,266.14883
234.0,270.33212
256.0,269.0027
298.0,264.50577
259.0,262.55292
279.0,262.80588
285.0,264.2229
282.0,267.5472
256.0,271.1908
251.0,271.98843
257.0,269.44965
249.0,266.0091
245.0,262.67447
293.0,260.1714
288.00003,261.4226
252.0,266.29742
239.0,269.48758
265.0,268.2633
220.0,265.46588
311.0,260.94864
303.0,259.64813
261.0,264.74652
252.0,269.37518
281.0,270.35962
249.0,269.9255
289.0,267.74747
279.0,265.99417
309.0,266.7491
212.0,270.4313
249.0,270.4179
247.0,266.12637
252.0,261.93936
258.0,258.711
203.0,257.4654
254.0,255.00899
212.0,252.4407
201.0,250.31215
238.0,245.64345
259.0,241.8978
241.0,241.97272
267.0,243.70609
247.0,246.24667
255.0,248.64983
230.0,249.39937
268.00003,248.23119
266.0,246.83716
261.0,247.77702
241.0,249.71475
239.0,250.77774
238.0,250.21185
231.0,248.78706
222.0,246.72076
226.0,244.07478
194.0,241.92006
253.0,238.75166
274.0,236.86185
238.0,239.40388
245.0,243.1929
234.0,245.063
255.0,245.00214
244.0,244.18666
249.0,243.69049
264.0,243.4059
276.0,244.7698
231.0,248.2895
220.0,250.5099
268.00003,249.02368
224.0,247.60493
235.0,246.80356
251.0,245.00372
290.0,244.75371
247.0,247.85281
242.0,251.89668
241.0,253.09576
247.0,252.3793
236.0,250.72711
285.0,248.80147
232.0,249.27907
273.0,251.25664
233.0,252.81325
247.0,254.41827
235.0,253.88837
223.0,252.39151
246.0,249.6845
236.99998,247.82756
235.0,247.44383
235.0,247.66022
229.0,247.89175
259.0,247.72343
225.0,247.7272
285.0,247.90288
239.0,248.97513
239.0,251.13673
236.99998,251.11009
233.0,249.82982
269.0,248.13136
282.0,247.82617
260.0,250.79623
235.0,254.71234
217.00002,256.09995
291.0,253.63539
299.00003,252.36578
292.0,255.83133
257.0,261.5444
347.0,265.49292
285.0,271.13785
264.0,276.63043
304.0,276.74
245.0,276.12827
241.0,273.925
282.0,269.0955
265.0,266.808
251.0,267.3752
236.99998,267.87408
259.0,266.50772
249.0,264.73672
210.0,263.0957
254.0,259.06476
262.0,255.33418
257.0,254.90536
268.00003,256.3458
247.99998,258.63953
230.0,260.12225
182.0,258.59573
213.0,252.48447
244.0,244.57335
289.0,240.54922
242.0,243.02641
234.0,248.20534
252.0,250.85434
273.0,251.54906
308.00003,252.28696
296.0,255.19089
236.99998,260.2345
215.0,262.15134
202.0,258.47382
287.0,251.3159
298.0,247.84755
259.0,251.60576
236.99998,257.52872
242.0,260.1465
239.0,259.24988
256.0,256.00797
252.0,252.78961
262.0,251.39627
241.0,251.8975
278.0,252.9894
247.0,254.8252
245.0,256.6018
293.0,256.0699
243.0,256.53955
210.0,257.47192
288.00003,254.24962
277.00003,252.35353
223.0,254.77252
241.0,255.6561
232.0,254.19406
218.00002,252.05803
287.0,248.56142
230.0,247.76387
282.0,249.23381
250.0,251.53082
235.0,254.72406
200.0,254.92137
263.0,251.00778
229.0,247.58443
235.0,246.34442
258.0,245.43591
236.0,246.74327
213.0,248.47469
291.0,247.73816
255.0,248.2324
251.0,250.93315
335.0,252.1473
327.0,256.54883
225.0,265.7624
217.00002,269.56314
232.0,264.55246
257.0,256.97583
269.0,251.96939
206.00002,251.83186
192.0,252.38669
193.0,249.5186
181.0,244.42964
266.0,237.89873
258.0,234.80794
273.0,237.5728
263.0,242.87782
264.0,248.37025
211.0,251.92058
218.00002,250.96779
283.0,245.66106
251.0,243.10858
282.0,244.61018
279.0,248.1269
310.00003,253.85728
234.0,260.6707
212.0,264.2644
329.0,260.06726
280.0,257.66153
284.0,260.14523
269.0,263.44028
265.0,266.7597
285.0,268.38998
185.00002,269.35077
215.0,265.12424
217.00002,256.42667
149.0,249.55438
217.00002,242.13933
210.0,236.24246
239.0,235.01816
211.0,236.08467
234.0,237.68985
231.0,238.32349
185.00002,238.42526
200.0,235.55241
210.0,230.41014
170.0,226.44765
171.0,222.9187
217.00002,218.93031
177.0,216.65526
209.0,216.37895
217.00002,215.49812
214.0,215.9219
184.0,216.50914
188.0,216.11894
205.0,213.58797
226.0,211.32831
246.0,211.08844
217.00002,213.31117
273.0,216.49193
217.00002,220.0486
259.0,223.82037
216.0,225.38268
219.0,226.68364
188.0,225.77515
210.0,223.44157
253.0,220.97804
183.0,221.6841
166.0,223.4103
212.0,221.81691
193.0,219.42725
147.0,218.11578
211.0,215.23482
251.0,212.3817
210.0,213.90762
189.0,217.45045
266.0,218.73987
218.00002,219.99371
233.0,222.4349
203.0,223.15834
229.0,223.13123
238.0,222.75235
189.0,223.76567
225.0,224.50023
198.0,224.38565
187.0,224.7766
232.0,223.59416
262.0,223.10542
209.0,226.17412
187.0,229.44551
191.0,229.56921
196.00002,227.45375
187.0,224.98126
210.0,222.9625
230.0,221.72772
167.0,222.96092
188.0,223.76634
205.0,221.98257
213.0,220.78003
215.0,220.44753
209.0,221.03476
282.0,221.6984
195.0,224.33531
193.0,227.45946
229.0,226.43933
195.0,225.01701
244.0,223.95642
230.0,223.50279
264.0,225.30405
216.0,228.57611
201.0,231.5376
221.0,231.40184
228.0,229.8569
204.0,228.94954
257.0,228.18793
275.00003,228.90797
228.0,233.15207
225.0,237.38469
207.00002,238.80917
252.0,237.61108
236.99998,236.5086
249.0,236.88542
259.0,238.43452
208.0,241.27605
174.0,242.79599
222.0,239.97029
245.0,236.2349
186.00002,235.53903
236.99998,234.9866
242.0,234.50452
232.0,236.42686
191.0,238.41527
190.0,237.8451
250.0,234.66263
229.0,232.96518
206.00002,233.71895
215.0,234.08301
175.00002,234.12888
194.0,232.49904
144.0,229.48462
