,0
365,271.1005765795707
366,279.9315303266048
367,283.13808575272554
368,285.55580145120615
369,288.971086025238
370,290.77790963649744
371,287.0838425457477
372,273.3061288297176
373,280.9069670438766
374,285.28957957029337
375,289.43519356846804
376,292.0559781789779
377,292.11932194232935
378,287.5271534919738
379,276.0528695881366
380,283.0074869394302
381,282.0621003508567
382,283.7029963731765
383,286.27411082386965
384,286.3650561869144
385,281.1808843016624
386,270.0897792875766
387,280.5115137100219
388,287.2592462599277
389,289.89685258269304
390,290.99096345901484
391,292.6499531567096
392,289.9457277655601
393,279.73249989747995
394,289.061236411333
395,292.1962757110595
396,292.5060623288154
397,293.90210545063013
398,294.09239113330835
399,288.36585417389864
400,281.54151764512056
401,290.52466177940363
402,293.28488534688944
403,293.788900732994
404,293.6019221544265
405,290.8282793760299
406,285.6312924623489
407,272.6674443483352
408,278.1407652497291
409,281.439792394638
410,282.27582195401186
411,284.0386038422584
412,282.4546917676925
413,272.4082818627357
414,262.0625790357589
415,267.39137312769884
416,274.2907872796058
417,279.4375634491443
418,283.7873911261558
419,285.11067795753473
420,281.267059803009
421,270.9957032203674
422,281.97277674078936
423,289.4744972288608
424,296.0299725532531
425,298.45153594017023
426,293.2338796257972
427,284.9209964573383
428,271.53685992956156
429,274.29918223619455
430,275.8858290314674
431,276.3348002135753
432,277.05816563963884
433,276.485114455223
434,271.7452074885368
435,260.8031447529792
436,268.79005557298655
437,275.41164118051523
438,280.16067448258394
439,281.98075830936426
440,282.25140026211733
441,275.70902615785593
442,265.09843701124186
443,270.1529640555381
444,275.7469942569732
445,282.31089633703226
446,285.41369137167925
447,285.82583922147745
448,280.87586754560465
449,269.6998271942138
450,276.8522030115127
451,282.75948593020433
452,285.7277708649635
453,288.22011899948114
454,288.282381594181
455,284.12045466899866
456,271.7072075903415
457,277.24797433614725
458,274.7847223579883
459,272.7464332580566
460,272.8247861862182
461,272.1064450144767
462,263.9029188752174
463,250.10132405161852
464,250.3904730677604
465,251.69083276391024
466,253.43269085884089
467,255.5166434347629
468,255.9406205415725
469,252.62671142816538
470,239.62432283163065
471,235.7634377777576
472,238.3547128438949
473,244.48042362928385
474,250.6460740566253
475,253.71722900867456
476,246.67125290632242
477,231.5910171568393
478,227.66723352670664
479,231.04544037580484
480,237.06529203057283
481,243.3361338078975
482,246.15016141533846
483,240.7904904186725
484,227.4529713392257
485,222.44719228148455
486,225.71636009216303
487,230.82443678379053
488,236.32062122225756
489,239.05193942785257
490,235.56154543161387
491,223.3129221796989
492,219.58174556493753
493,224.84290301799768
494,231.14700663089747
495,237.1765570044517
496,239.81963276863092
497,236.27473515272135
498,224.2060310840606
499,220.45014658570284
500,225.60092943906778
501,232.73886847496027
502,239.50771561264986
503,242.98345023393625
504,240.3391661047935
505,228.21354168653482
506,223.84043708443636
507,227.3769079446792
508,231.87132602930063
509,237.3191440701484
510,240.17193475365633
511,237.33383524417872
512,226.33663290739054
513,223.23542782664293
514,226.88192349672312
515,231.96926718950266
516,236.389148235321
517,238.2753105461597
518,233.84185129404062
519,220.4927891492843
520,215.20333051681513
521,220.54424005746836
522,227.33455157279963
523,233.17432504892344
524,236.49532535672182
525,235.360002875328
526,224.8802987337112
527,222.52920210361475
528,228.57465201616282
529,236.6635742783546
530,245.72147804498667
531,250.4446586966514
532,247.71318149566645
533,235.77415406703943
534,235.15903270244593
535,242.1773436069488
536,252.01973062753672
537,260.01182469725603
538,265.29005825519556
539,260.9489435255527
540,243.33031457662577
541,243.02936810255045
542,250.5555738806724
543,256.11542007327074
544,261.3664336204528
545,263.91668787598604
546,256.62045302987093
547,238.99088519811625
548,237.34763604402536
549,244.15543705224985
550,252.72306263446802
551,258.1469359695911
552,261.7409313619136
553,254.7508898377418
554,238.35092875361437
555,235.9717853367328
556,240.1209290325641
557,247.35512387752527
558,254.90966263413424
559,258.58007121086115
560,251.10684269666666
561,236.18315380811686
562,234.28741997480387
563,239.2793664336204
564,248.06856799125666
565,255.79402679204935
566,258.9077289104461
567,254.8391004800796
568,239.34754365682596
569,238.22614917159075
570,245.22763836383814
571,254.37445235252375
572,261.66171985864634
573,264.67598626017565
574,259.3771468997001
575,242.96615153551096
576,242.17893356084818
577,247.0269573926925
578,250.39715087413782
579,253.9892383217811
580,255.71926715970034
581,248.76032513380045
582,234.08441466093058
583,230.19551461935038
584,233.5589984953403
585,237.92793741822237
586,243.33909112215036
587,247.3651405870914
588,243.58254486322397
589,232.42087769508356
590,231.2733125686645
591,238.3152501881122
592,248.89260929822916
593,258.89758500456804
594,264.3786966800689
595,261.4598911106586
596,245.73960351943964
597,249.12327980995173
598,258.9368886649608
599,266.9352471530437
600,274.90190196037287
601,278.726567864418
602,272.2124631404876
603,255.51909196376795
604,257.8252246975898
605,264.26046770811075
606,271.2037963867187
607,278.7132758498191
608,281.62231910228724
609,278.99666923284525
610,261.3642076849937
611,264.0227378010749
612,266.22552353143686
613,269.84340003132814
614,275.91012352704996
615,278.62735474109644
616,273.0836942791938
617,256.7071373164653
618,259.26483255624765
619,265.2706608176231
620,272.26626718044275
621,278.3310509324073
622,281.5226607918739
623,275.95661377906794
624,261.17013791203493
625,266.14742499589914
626,271.8746933341026
627,276.6365416646003
628,280.8501738905906
629,281.6363106966018
630,276.36513653397554
631,261.58584725856775
632,265.6951785087585
633,270.3943826556205
634,275.03603047132486
635,277.7994975447654
636,281.90552169084543
637,277.97690460085863
638,261.86310341954226
639,265.95294183492655
640,272.79349589347834
641,277.5681592524051
642,283.5343976616859
643,286.16882407665247
644,282.21371835470194
645,264.0142792463302
646,266.74753719568247
647,271.0433700382709
648,274.8428192734718
649,279.09979364275927
650,277.6130913496017
651,269.55609536170954
652,252.1231730282306
653,250.83572375774378
654,254.36230510473246
655,259.6685536503791
656,264.32209432125086
657,266.8070968687534
658,260.28908085823053
659,245.72841024398798
660,247.37910038232798
661,255.78887534141535
662,263.98139899969095
663,270.73135748505587
664,273.6855236291885
665,267.28614997863764
666,251.30495095252985
667,253.01052629947657
668,257.9865096211433
669,262.33872222900385
670,264.8491322398185
671,265.92203313112253
672,260.11574408411974
673,244.69392263889307
674,245.7314311563968
675,252.5624136924743
676,259.90882748365397
677,265.90473443269724
678,269.11008149385447
679,264.3544339835643
680,250.47989207506174
681,254.0191930532455
682,260.0585375428199
683,266.2180189490318
684,270.37549400329584
685,271.49927341938013
686,264.9102500677108
687,251.66415333747858
688,256.181848347187
689,263.2031801640987
690,268.3614675998687
691,273.28065776824945
692,274.6974974870681
693,269.6299964189529
694,254.35127082467073
695,259.1174120306968
696,265.22658729553217
697,269.9105914831161
698,274.0355042815208
699,274.40729910135263
700,267.40816304087633
701,251.8580641150474
702,253.618111282587
703,258.861652046442
704,263.38462570309633
705,268.20097765326494
706,269.1822336018085
707,263.836840391159
708,248.97433292865747
709,252.10170865058893
710,259.08151087164873
711,264.77084290981287
712,270.44923606514925
713,274.1858821213245
714,268.2392955422401
715,253.52824708819384
716,256.4864199161529
717,264.4053443074226
718,272.1938924789428
719,280.25088846683497
720,282.47625154256815
721,280.5515805482864
722,269.4470245242118
723,279.38099288940424
724,287.5530061423778
725,289.3935685753822
726,290.08077844977373
727,290.5179839730262
728,284.54427278041834
729,270.45282936096186
730,275.37208312749857
731,278.41150259971613
732,280.51889109611506
733,280.78842008113855
734,280.02727735042566
735,272.71170866489405
736,259.2396794855594
737,264.79698175191874
738,270.1027215123176
739,273.61213135719294
740,274.6683377325534
741,273.42152768373484
742,265.737725675106
743,252.55325555801386
744,256.12963426113123
745,261.72048455476755
746,266.70581680536264
747,272.000013500452
748,276.41512468457216
749,272.34853139519686
750,259.42067983746523
751,264.33834365010256
752,267.5545341968536
753,272.4405261278152
754,279.05861383676523
755,280.48979493975634
756,272.33438080549234
757,259.1953197717666
758,264.032913506031
759,269.28109693527216
760,273.50407809019083
761,277.95439085364336
762,278.13469162583345
763,271.9507249295711
764,258.96048358082766
765,264.2466033101081
766,271.49176883697504
767,276.1259120702743
768,278.17491745948786
769,280.2399177849292
770,274.7706035673618
771,260.945541024208
772,265.66039031744
773,269.35700133442873
774,271.27798363566393
775,275.6725526154041
776,275.0380338132381
777,268.4623978734016
778,255.9435142576694
779,260.8860449492931
780,264.5370560884475
781,268.65440070629114
782,271.72129458189005
783,271.62971323728556
784,264.5394728183746
785,250.8807830512523
786,253.01516896486277
787,260.5937796235084
788,266.7021281123161
789,271.4153238534927
790,276.73753553628916
791,274.57856893539423
792,262.1332365870475
793,267.96362933516497
794,272.0330527424812
795,275.9948998689651
796,280.33909910917276
797,278.2637640833854
798,268.0228074193
799,252.40573963522905
800,251.1890433132648
801,255.1127633452415
802,260.1522812247276
803,265.05817937850946
804,265.789271980524
805,258.3429772853851
806,245.55663162469858
807,247.78536540269846
808,256.1222568750381
809,263.48336184024805
810,269.80005788803095
811,273.0465847551822
812,269.4790143966674
813,257.698441773653
814,263.1538597941398
815,272.17004317045206
816,279.3294783830642
817,284.5536853075027
818,285.3165451884269
819,278.5745682716369
820,269.1192396283149
821,273.7610146403312
822,274.6943811774253
823,275.05644547939295
824,272.6320837736129
825,269.1559357643127
826,258.3210359215736
827,244.63229602575296
828,243.6526300311088
829,247.17278796434397
830,251.5015964508056
831,250.8650425076484
832,245.56216466426844
833,236.91230666637415
834,224.13963460922236
835,217.41362082958216
836,219.5480385422706
837,223.41754114627832
838,226.87022143602366
839,228.2252119481563
840,223.06431698799128
841,206.68518429994577
842,198.23553329706186
843,199.44707816839212
844,204.2152863144874
845,209.70994439721102
846,212.32952064275736
847,209.29983168840403
848,198.91825950145716
849,194.59126356244082
850,200.17613562941546
851,209.81968301534647
852,218.70091110467905
853,222.15982401370997
854,218.24405375123018
855,204.77415511012072
856,198.08830356597895
857,200.2781788706779
858,205.19790962338442
859,208.91105616092676
860,208.990394860506
861,204.915311217308
862,194.85630887746805
863,189.25944855809206
864,192.31212824583048
865,199.49662113189692
866,207.60246050357813
867,211.99782446026796
868,209.30243921279902
869,199.26188033819193
870,194.80985042452807
871,199.6186659932136
872,207.77207678556437
873,214.93291115760798
874,218.26246541738504
875,215.01129588484758
876,203.52006307244295
877,198.41227257251734
878,202.63878342509264
879,209.4335150122642
880,215.46036246418947
881,217.50552016496653
882,213.00881254672998
883,200.87119987606997
884,194.5196202397346
885,196.74918079376215
886,202.1921971738338
887,208.01254141330713
888,210.5977428555488
889,208.0819905996322
890,198.3329656720161
891,193.52939695119852
892,198.06241911649698
893,206.11016157269472
894,214.38851094245905
895,219.17618012428278
896,216.80435049533838
897,205.86747100949282
898,202.15597802400583
899,208.94717991352076
900,219.1789466440677
901,226.2879803180694
902,230.19118994474405
903,229.14096179604525
904,217.53881379961962
905,215.0940688848495
906,222.3162754774093
907,229.5973739624023
908,236.48022079467768
909,240.60875868797297
910,238.30847698450083
911,227.14025920629496
912,223.15341800451273
913,226.61830914020533
914,231.99480184912676
915,236.2052223682403
916,237.98813307285303
917,234.31807428598398
918,222.55343300104136
919,218.06613790988916
920,222.21744394302362
921,227.82362139225
922,233.29388958215708
923,235.49139666557306
924,231.59556442499155
925,217.64893400669092
926,211.81621992588038
